Method      M     tc    tol max_iter RMS comp_time
  trap    101  0.050 0.000100    500 25.813 38.470
  trap    101  0.050 0.000100   1000 25.813 38.407
  trap    101  0.050 0.000100   1500 25.813 38.298
  trap    101  0.050 0.000100   2000 25.813 38.938
  herm     21  0.005 0.001000    500 57.340 32.635
  herm     21  0.005 0.001000   1000 57.340 32.339
  herm     21  0.005 0.001000   1500 57.340 32.729
  herm     21  0.005 0.001000   2000 57.340 32.807
  herm     21  0.005 0.000100    500 58.051 148.482
  herm     21  0.005 0.000100   1000 58.062 148.357
  herm     21  0.005 0.000100   1500 58.062 147.905
  herm     21  0.005 0.000100   2000 58.062 148.092
  herm     21  0.010 0.001000    500 41.473 23.119
  herm     21  0.010 0.001000   1000 41.473 22.776
  herm     21  0.010 0.001000   1500 41.473 23.353
  herm     21  0.010 0.001000   2000 41.473 23.681
  herm     21  0.010 0.000100    500 41.963 108.405
  herm     21  0.010 0.000100   1000 42.625 110.558
  herm     21  0.010 0.000100   1500 42.625 110.854
  herm     21  0.010 0.000100   2000 42.625 110.636
  herm     21  0.050 0.001000    500 19.549 10.639
  herm     21  0.050 0.001000   1000 19.549 10.483
  herm     21  0.050 0.001000   1500 19.549 10.733
  herm     21  0.050 0.001000   2000 19.549 10.546
  herm     21  0.050 0.000100    500 20.468 49.998
  herm     21  0.050 0.000100   1000 20.171 47.658
  herm     21  0.050 0.000100   1500 20.171 47.596
  herm     21  0.050 0.000100   2000 20.171 47.596
  herm     21  0.050 0.000010    500 31.624 110.808
  herm     21  0.050 0.000010   1000 19.673 173.879
  herm     21  0.050 0.000010   1500 19.941 175.220
  herm     21  0.050 0.000010   2000 19.941 175.813
  herm     41  0.005 0.001000    500 57.566 36.052
  herm     41  0.005 0.001000   1000 57.566 36.333
  herm     41  0.005 0.001000   1500 57.566 36.177
  herm     41  0.005 0.001000   2000 57.566 36.021
  herm     41  0.005 0.000100    500 57.457 169.542
  herm     41  0.005 0.000100   1000 57.457 169.479
  herm     41  0.005 0.000100   1500 57.457 169.011
  herm     41  0.005 0.000100   2000 57.457 168.918
  herm     41  0.010 0.001000    500 40.240 25.288
  herm     41  0.010 0.001000   1000 40.240 24.976
  herm     41  0.010 0.001000   1500 40.240 25.101
  herm     41  0.010 0.001000   2000 40.240 25.054
  herm     41  0.010 0.000100    500 41.996 131.930
  herm     41  0.010 0.000100   1000 41.996 131.712
  herm     41  0.010 0.000100   1500 41.996 131.946
  herm     41  0.010 0.000100   2000 41.996 132.211
  herm     41  0.050 0.001000    500 17.881  9.766
  herm     41  0.050 0.001000   1000 17.881  9.641
  herm     41  0.050 0.001000   1500 17.881  9.875
  herm     41  0.050 0.001000   2000 17.881 10.015
  herm     41  0.050 0.000100    500 18.710 61.012
  herm     41  0.050 0.000100   1000 18.710 61.199
  herm     41  0.050 0.000100   1500 18.710 60.950
  herm     41  0.050 0.000100   2000 18.710 60.965
  herm     41  0.050 0.000010   1000 28.734 192.770
  herm     41  0.050 0.000010   1500 18.450 239.228
  herm     41  0.050 0.000010   2000 18.450 239.898
  herm     61  0.005 0.001000    500 55.619 40.654
  herm     61  0.005 0.001000   1000 55.619 40.872
  herm     61  0.005 0.001000   1500 55.619 41.137
  herm     61  0.005 0.001000   2000 55.619 40.701
  herm     61  0.005 0.000100    500 54.418 178.294
  herm     61  0.005 0.000100   1000 54.418 178.543
  herm     61  0.005 0.000100   1500 54.418 178.075
  herm     61  0.005 0.000100   2000 54.418 178.372
  herm     61  0.010 0.001000    500 38.990 25.725
  herm     61  0.010 0.001000   1000 38.990 25.771
  herm     61  0.010 0.001000   1500 38.990 25.366
  herm     61  0.010 0.001000   2000 38.990 25.397
  herm     61  0.010 0.000100    500 39.210 137.593
  herm     61  0.010 0.000100   1000 39.210 137.109
  herm     61  0.010 0.000100   1500 39.210 137.140
  herm     61  0.010 0.000100   2000 39.210 137.468
  herm     61  0.050 0.001000    500 20.910 10.109
  herm     61  0.050 0.001000   1000 20.910 10.499
  herm     61  0.050 0.001000   1500 20.910 10.109
  herm     61  0.050 0.001000   2000 20.910 10.202
  herm     61  0.050 0.000100    500 18.964 56.831
  herm     61  0.050 0.000100   1000 18.964 56.940
  herm     61  0.050 0.000100   1500 18.964 56.597
  herm     61  0.050 0.000100   2000 18.964 57.143
  herm     61  0.050 0.000010   1500 17.665 238.744
  herm     61  0.050 0.000010   2000 17.665 239.009
  herm     81  0.005 0.001000    500 53.575 43.431
  herm     81  0.005 0.001000   1000 53.575 43.696
  herm     81  0.005 0.001000   1500 53.575 43.618
  herm     81  0.005 0.001000   2000 53.575 43.774
  herm     81  0.005 0.000100    500 53.073 194.096
  herm     81  0.005 0.000100   1000 53.073 195.017
  herm     81  0.005 0.000100   1500 53.073 193.816
  herm     81  0.005 0.000100   2000 53.073 194.065
  herm     81  0.010 0.001000    500 38.859 29.391
  herm     81  0.010 0.001000   1000 38.859 28.829
  herm     81  0.010 0.001000   1500 38.859 28.985
  herm     81  0.010 0.001000   2000 38.859 28.954
  herm     81  0.010 0.000100    500 38.815 149.402
  herm     81  0.010 0.000100   1000 38.815 149.917
  herm     81  0.010 0.000100   1500 38.815 149.761
  herm     81  0.010 0.000100   2000 38.815 149.792
  herm     81  0.050 0.001000    500 32.262  8.502
  herm     81  0.050 0.001000   1000 32.262  8.596
  herm     81  0.050 0.001000   1500 32.262  8.767
  herm     81  0.050 0.001000   2000 32.262  8.923
  herm     81  0.050 0.000100    500 18.593 77.579
  herm     81  0.050 0.000100   1000 18.593 77.829
  herm     81  0.050 0.000100   1500 18.593 77.501
  herm     81  0.050 0.000100   2000 18.593 77.735
  herm    101  0.005 0.001000    500 52.357 50.295
  herm    101  0.005 0.001000   1000 52.357 50.466
  herm    101  0.005 0.001000   1500 52.357 49.998
  herm    101  0.005 0.001000   2000 52.357 50.669
  herm    101  0.005 0.000100    500 51.216 225.234
  herm    101  0.005 0.000100   1000 51.216 225.125
  herm    101  0.005 0.000100   1500 51.216 224.470
  herm    101  0.005 0.000100   2000 51.216 225.219
  herm    101  0.010 0.001000    500 38.603 31.356
  herm    101  0.010 0.001000   1000 38.603 31.278
  herm    101  0.010 0.001000   1500 38.603 31.965
  herm    101  0.010 0.001000   2000 38.603 31.684
  herm    101  0.010 0.000100    500 37.049 165.829
  herm    101  0.010 0.000100   1000 37.049 167.108
