Simulation Time - Measured	Travel (deg) - Measured
7.795	17.1387
7.8	17.1387
7.805	17.0947
7.81	17.0947
7.815	17.0947
7.82	17.0947
7.825	17.0947
7.83	17.0947
7.835	17.0947
7.84	17.0508
7.845	17.0508
7.85	17.0508
7.855	17.0508
7.86	17.0508
7.865	17.0508
7.87	17.0508
7.875	17.0068
7.88	17.0068
7.885	17.0068
7.89	17.0068
7.895	17.0068
7.9	17.0068
7.905	17.0068
7.91	16.9629
7.915	16.9629
7.92	16.9629
7.925	16.9629
7.93	16.9629
7.935	16.9629
7.94	16.9629
7.945	16.9189
7.95	16.9189
7.955	16.9189
7.96	16.9189
7.965	16.9189
7.97	16.9189
7.975	16.9189
7.98	16.9189
7.985	16.875
7.99	16.875
7.995	16.875
8	16.875
8.005	16.875
8.01	16.875
8.015	16.875
8.02	16.8311
8.025	16.8311
8.03	16.8311
8.035	16.8311
8.04	16.8311
8.045	16.8311
8.05	16.8311
8.055	16.7871
8.06	16.7871
8.065	16.7871
8.07	16.7871
8.075	16.7871
8.08	16.7871
8.085	16.7871
8.09	16.7432
8.095	16.7432
8.1	16.7432
8.105	16.7432
8.11	16.7432
8.115	16.7432
8.12	16.7432
8.125	16.7432
8.13	16.6992
8.135	16.6992
8.14	16.6992
8.145	16.6992
8.15	16.6992
8.155	16.6992
8.16	16.6553
8.165	16.6553
8.17	16.6553
8.175	16.6553
8.18	16.6553
8.185	16.6113
8.19	16.6113
8.195	16.6113
8.2	16.6113
8.205	16.6113
8.21	16.6113
8.215	16.6113
8.22	16.6113
8.225	16.5674
8.23	16.5674
8.235	16.5674
8.24	16.5674
8.245	16.5674
8.25	16.5674
8.255	16.5674
8.26	16.5674
8.265	16.5234
8.27	16.5234
8.275	16.5234
8.28	16.5234
8.285	16.5234
8.29	16.5234
8.295	16.5234
8.3	16.4795
8.305	16.4795
8.31	16.4795
8.315	16.4795
8.32	16.4795
8.325	16.4795
8.33	16.4795
8.335	16.4795
8.34	16.4795
8.345	16.4795
8.35	16.4355
8.355	16.4355
8.36	16.4355
8.365	16.4355
8.37	16.4355
8.375	16.4355
8.38	16.3916
8.385	16.3916
8.39	16.3916
8.395	16.3916
8.4	16.3916
8.405	16.3916
8.41	16.3916
8.415	16.3916
8.42	16.3477
8.425	16.3477
8.43	16.3477
8.435	16.3477
8.44	16.3477
8.445	16.3477
8.45	16.3477
8.455	16.3477
8.46	16.3037
8.465	16.3037
8.47	16.3037
8.475	16.3037
8.48	16.3037
8.485	16.3037
8.49	16.3037
8.495	16.3037
8.5	16.3037
8.505	16.3037
8.51	16.2598
8.515	16.2598
8.52	16.2598
8.525	16.2598
8.53	16.2598
8.535	16.2598
8.54	16.2598
8.545	16.2598
8.55	16.2158
8.555	16.2158
8.56	16.2158
8.565	16.2158
8.57	16.2158
8.575	16.2158
8.58	16.2158
8.585	16.2158
8.59	16.2158
8.595	16.2158
8.6	16.2158
8.605	16.1719
8.61	16.1719
8.615	16.1719
8.62	16.1719
8.625	16.1719
8.63	16.1719
8.635	16.1719
8.64	16.1719
8.645	16.1279
8.65	16.1279
8.655	16.1279
8.66	16.1279
8.665	16.1279
8.67	16.1279
8.675	16.1279
8.68	16.1279
8.685	16.1279
8.69	16.1279
8.695	16.1279
8.7	16.1279
8.705	16.084
8.71	16.084
8.715	16.084
8.72	16.084
8.725	16.084
8.73	16.084
8.735	16.084
8.74	16.084
8.745	16.084
8.75	16.084
8.755	16.084
8.76	16.084
8.765	16.04
8.77	16.04
8.775	16.04
8.78	16.04
8.785	16.04
8.79	16.04
8.795	16.04
8.8	16.04
8.805	16.04
8.81	16.04
8.815	16.04
8.82	15.9961
8.825	15.9961
8.83	15.9961
8.835	15.9961
8.84	15.9961
8.845	15.9961
8.85	15.9961
8.855	15.9961
8.86	15.9961
8.865	15.9521
8.87	15.9521
8.875	15.9521
8.88	15.9521
8.885	15.9521
8.89	15.9521
8.895	15.9521
8.9	15.9521
8.905	15.9521
8.91	15.9521
8.915	15.9521
8.92	15.9521
8.925	15.9521
8.93	15.9521
8.935	15.9521
8.94	15.9082
8.945	15.9082
8.95	15.9082
8.955	15.9082
8.96	15.9082
8.965	15.9082
8.97	15.9082
8.975	15.9082
8.98	15.9082
8.985	15.9082
8.99	15.9082
8.995	15.9082
9	15.8643
9.005	15.8643
9.01	15.8643
9.015	15.8643
9.02	15.8643
9.025	15.8643
9.03	15.8643
9.035	15.8643
9.04	15.8643
9.045	15.8643
9.05	15.8643
9.055	15.8643
9.06	15.8643
9.065	15.8643
9.07	15.8203
9.075	15.8203
9.08	15.8203
9.085	15.8203
9.09	15.8203
9.095	15.8203
9.1	15.8203
9.105	15.8203
9.11	15.8203
9.115	15.8203
9.12	15.8203
9.125	15.8203
9.13	15.8203
9.135	15.7764
9.14	15.7764
9.145	15.7764
9.15	15.7764
9.155	15.7764
9.16	15.7764
9.165	15.7764
9.17	15.7764
9.175	15.7764
9.18	15.7764
9.185	15.7764
9.19	15.7764
9.195	15.7764
9.2	15.7764
9.205	15.7764
9.21	15.7324
9.215	15.7324
9.22	15.7324
9.225	15.7324
9.23	15.7324
9.235	15.7324
9.24	15.7324
9.245	15.7324
9.25	15.7324
9.255	15.7324
9.26	15.7324
9.265	15.7324
9.27	15.7324
9.275	15.7324
9.28	15.7324
9.285	15.6885
9.29	15.6885
9.295	15.6885
9.3	15.6885
9.305	15.6885
9.31	15.6885
9.315	15.6885
9.32	15.6885
9.325	15.6885
9.33	15.6885
9.335	15.6885
9.34	15.6885
9.345	15.6885
9.35	15.6885
9.355	15.6885
9.36	15.6885
9.365	15.6885
9.37	15.6885
9.375	15.6885
9.38	15.6885
9.385	15.6445
9.39	15.6445
9.395	15.6445
9.4	15.6445
9.405	15.6445
9.41	15.6445
9.415	15.6445
9.42	15.6445
9.425	15.6445
9.43	15.6445
9.435	15.6445
9.44	15.6445
9.445	15.6445
9.45	15.6445
9.455	15.6445
9.46	15.6445
9.465	15.6445
9.47	15.6006
9.475	15.6006
9.48	15.6006
9.485	15.6006
9.49	15.6006
9.495	15.6006
9.5	15.6006
9.505	15.6006
9.51	15.6006
9.515	15.6006
9.52	15.6006
9.525	15.6006
9.53	15.6006
9.535	15.6006
9.54	15.6006
9.545	15.6006
9.55	15.6006
9.555	15.6006
9.56	15.6006
9.565	15.6006
9.57	15.6006
9.575	15.6006
9.58	15.5566
9.585	15.5566
9.59	15.5566
9.595	15.5566
9.6	15.5566
9.605	15.5566
9.61	15.5566
9.615	15.5566
9.62	15.5566
9.625	15.5566
9.63	15.5566
9.635	15.5566
9.64	15.5566
9.645	15.5566
9.65	15.5566
9.655	15.5566
9.66	15.5566
9.665	15.5566
9.67	15.5566
9.675	15.5566
9.68	15.5566
9.685	15.5566
9.69	15.5566
9.695	15.5566
9.7	15.5127
9.705	15.5127
9.71	15.5127
9.715	15.5127
9.72	15.5127
9.725	15.5127
9.73	15.5127
9.735	15.5127
9.74	15.5127
9.745	15.5127
9.75	15.5127
9.755	15.5127
9.76	15.5127
9.765	15.5127
9.77	15.5127
9.775	15.5127
9.78	15.5127
9.785	15.5127
9.79	15.5127
9.795	15.5127
9.8	15.5127
9.805	15.5127
9.81	15.5127
9.815	15.4687
9.82	15.4687
9.825	15.4687
9.83	15.4687
9.835	15.4687
9.84	15.4687
9.845	15.4687
9.85	15.4687
9.855	15.4687
9.86	15.4687
9.865	15.4687
9.87	15.4687
9.875	15.4687
9.88	15.4687
9.885	15.4687
9.89	15.4687
9.895	15.4687
9.9	15.4687
9.905	15.4687
9.91	15.4687
9.915	15.4687
9.92	15.4687
9.925	15.4687
9.93	15.4248
9.935	15.4248
9.94	15.4248
9.945	15.4248
9.95	15.4248
9.955	15.4248
9.96	15.4248
9.965	15.4248
9.97	15.4248
9.975	15.4248
9.98	15.4248
9.985	15.4248
9.99	15.4248
9.995	15.4248
10	15.4248
10.005	15.4248
10.01	15.4248
10.015	15.4248
10.02	15.4248
10.025	15.4248
10.03	15.4248
10.035	15.3809
10.04	15.3809
10.045	15.3809
10.05	15.3809
10.055	15.3809
10.06	15.3809
10.065	15.3369
10.07	15.3369
10.075	15.3369
10.08	15.3369
10.085	15.3369
10.09	15.3369
10.095	15.293
10.1	15.293
10.105	15.293
10.11	15.293
10.115	15.249
10.12	15.249
10.125	15.249
10.13	15.249
10.135	15.2051
10.14	15.2051
10.145	15.2051
10.15	15.1611
10.155	15.1611
10.16	15.1611
10.165	15.1611
10.17	15.1172
10.175	15.1172
10.18	15.1172
10.185	15.1172
10.19	15.0732
10.195	15.0732
10.2	15.0732
10.205	15.0293
10.21	14.9854
10.215	14.9854
10.22	14.9854
10.225	14.9854
10.23	14.9414
10.235	14.9414
10.24	14.9414
10.245	14.8975
10.25	14.8975
10.255	14.8975
10.26	14.8975
10.265	14.8535
10.27	14.8535
10.275	14.8096
10.28	14.8096
10.285	14.8096
10.29	14.7656
10.295	14.7656
10.3	14.7656
10.305	14.7656
10.31	14.7656
10.315	14.7656
10.32	14.7217
10.325	14.7217
10.33	14.7217
10.335	14.7217
10.34	14.7217
10.345	14.7217
10.35	14.6777
10.355	14.6777
10.36	14.6777
10.365	14.6777
10.37	14.6777
10.375	14.6777
10.38	14.6338
10.385	14.6338
10.39	14.6338
10.395	14.6338
10.4	14.6338
10.405	14.6338
10.41	14.6338
10.415	14.6338
10.42	14.6338
10.425	14.6338
10.43	14.6338
10.435	14.6338
10.44	14.6338
10.445	14.6338
10.45	14.6338
10.455	14.6338
10.46	14.6338
10.465	14.6338
10.47	14.5898
10.475	14.5898
10.48	14.5898
10.485	14.5898
10.49	14.5898
10.495	14.5898
10.5	14.5898
10.505	14.5898
10.51	14.5898
10.515	14.5459
10.52	14.5459
10.525	14.5459
10.53	14.5459
10.535	14.5459
10.54	14.502
10.545	14.502
10.55	14.502
10.555	14.502
10.56	14.458
10.565	14.458
10.57	14.458
10.575	14.4141
10.58	14.3701
10.585	14.4141
10.59	14.3262
10.595	14.3262
10.6	14.3262
10.605	14.2822
10.61	14.2383
10.615	14.2822
10.62	14.2383
10.625	14.1943
10.63	14.1943
10.635	14.1504
10.64	14.0625
10.645	14.1064
10.65	14.0625
10.655	13.9746
10.66	14.0186
10.665	13.8867
10.67	13.8867
10.675	13.8428
10.68	13.7988
10.685	13.7549
10.69	13.7549
10.695	13.623
10.7	13.623
10.705	13.5791
10.71	13.4912
10.715	13.4473
10.72	13.4033
10.725	13.2715
10.73	13.2715
10.735	13.0957
10.74	13.0957
10.745	13.0078
10.75	12.9639
10.755	12.9199
10.76	12.876
10.765	12.7441
10.77	12.7002
10.775	12.5244
10.78	12.5244
10.785	12.4365
10.79	12.2168
10.795	12.2168
10.8	12.1289
10.805	12.041
10.81	11.9971
10.815	11.9531
10.82	11.7334
10.825	11.7334
10.83	11.6455
10.835	11.5576
10.84	11.5137
10.845	11.4697
10.85	11.25
10.855	11.25
10.86	11.1621
10.865	11.0303
10.87	10.9863
10.875	10.9424
10.88	10.7227
10.885	10.6787
10.89	10.5908
10.895	10.415
10.9	10.3711
10.905	10.1953
10.91	10.1074
10.915	9.8877
10.92	9.7998
10.925	9.75586
10.93	9.53613
10.935	9.49219
10.94	9.44824
10.945	9.31641
10.95	9.22852
10.955	9.05273
10.96	8.96484
10.965	8.87695
10.97	8.78906
10.975	8.70117
10.98	8.52539
10.985	8.4375
10.99	8.39355
10.995	8.26172
11	8.21777
11.005	8.12988
11.01	7.99805
11.015	7.9541
11.02	7.86621
11.025	7.73437
11.03	7.69043
11.035	7.60254
11.04	7.4707
11.045	7.42676
11.05	7.33887
11.055	7.16309
11.06	7.0752
11.065	6.81152
11.07	6.76758
11.075	6.67969
11.08	6.54785
11.085	6.50391
11.09	6.41602
11.095	6.28418
11.1	6.24023
11.105	6.15234
11.11	5.97656
11.115	5.88867
11.12	5.84473
11.125	5.71289
11.13	5.625
11.135	5.49316
11.14	5.44922
11.145	5.36133
11.15	5.22949
11.155	5.18555
11.16	5.09766
11.165	4.92188
11.17	4.83398
11.175	4.79004
11.18	4.57031
11.185	4.52637
11.19	4.43848
11.195	4.2627
11.2	4.21875
11.205	4.08691
11.21	3.99902
11.215	3.95508
11.22	3.82324
11.225	3.73535
11.23	3.69141
11.235	3.55957
11.24	3.47168
11.245	3.42773
11.25	3.2959
11.255	3.25195
11.26	3.16406
11.265	3.03223
11.27	2.98828
11.275	2.94434
11.28	2.72461
11.285	2.68066
11.29	2.59277
11.295	2.50488
11.3	2.41699
11.305	2.37305
11.31	2.24121
11.315	2.15332
11.32	2.10938
11.325	1.97754
11.33	1.93359
11.335	1.88965
11.34	1.75781
11.345	1.71387
11.35	1.62598
11.355	1.4502
11.36	1.40625
11.365	1.31836
11.37	1.23047
11.375	1.14258
11.38	1.09863
11.385	0.966797
11.39	0.922852
11.395	0.878906
11.4	0.74707
11.405	0.703125
11.41	0.615234
11.415	0.439453
11.42	0.395508
11.425	0.351562
11.43	0.219727
11.435	0.175781
11.44	0.131836
11.445	-0.0439453
11.45	-0.131836
11.455	-0.219727
11.46	-0.263672
11.465	-0.351562
11.47	-0.439453
11.475	-0.527344
11.48	-0.571289
11.485	-0.65918
11.49	-0.74707
11.495	-0.791016
11.5	-0.878906
11.505	-0.922852
11.51	-1.01074
11.515	-1.14258
11.52	-1.18652
11.525	-1.27441
11.53	-1.3623
11.535	-1.40625
11.54	-1.62598
11.545	-1.66992
11.55	-1.71387
11.555	-1.88965
11.56	-1.93359
11.565	-1.97754
11.57	-2.10938
11.575	-2.15332
11.58	-2.19727
11.585	-2.28516
11.59	-2.3291
11.595	-2.37305
11.6	-2.50488
11.605	-2.54883
11.61	-2.59277
11.615	-2.68066
11.62	-2.72461
11.625	-2.76855
11.63	-2.90039
11.635	-2.94434
11.64	-3.03223
11.645	-3.07617
11.65	-3.12012
11.655	-3.25195
11.66	-3.2959
11.665	-3.33984
11.67	-3.42773
11.675	-3.47168
11.68	-3.51563
11.685	-3.60352
11.69	-3.69141
11.695	-3.69141
11.7	-3.82324
11.705	-3.86719
11.71	-3.91113
11.715	-3.99902
11.72	-3.99902
11.725	-4.13086
11.73	-4.1748
11.735	-4.1748
11.74	-4.30664
11.745	-4.30664
11.75	-4.35059
11.755	-4.39453
11.76	-4.43848
11.765	-4.48242
11.77	-4.57031
11.775	-4.61426
11.78	-4.6582
11.785	-4.74609
11.79	-4.79004
11.795	-4.83398
11.8	-4.92188
11.805	-4.96582
11.81	-4.96582
11.815	-5.05371
11.82	-5.09766
11.825	-5.1416
11.83	-5.18555
11.835	-5.22949
11.84	-5.27344
11.845	-5.36133
11.85	-5.36133
11.855	-5.40527
11.86	-5.44922
11.865	-5.49316
11.87	-5.53711
11.875	-5.625
11.88	-5.625
11.885	-5.66895
11.89	-5.80078
11.895	-5.84473
11.9	-5.84473
11.905	-5.93262
11.91	-5.97656
11.915	-6.02051
11.92	-6.06445
11.925	-6.1084
11.93	-6.15234
11.935	-6.19629
11.94	-6.24023
11.945	-6.28418
11.95	-6.37207
11.955	-6.37207
11.96	-6.41602
11.965	-6.45996
11.97	-6.50391
11.975	-6.50391
11.98	-6.63574
11.985	-6.67969
11.99	-6.67969
11.995	-6.76758
12	-6.76758
12.005	-6.81152
12.01	-6.85547
12.015	-6.89941
12.02	-6.94336
12.025	-6.9873
12.03	-7.03125
12.035	-7.0752
12.04	-7.16309
12.045	-7.20703
12.05	-7.29492
12.055	-7.33887
12.06	-7.33887
12.065	-7.42676
12.07	-7.42676
12.075	-7.4707
12.08	-7.51465
12.085	-7.55859
12.09	-7.60254
12.095	-7.60254
12.1	-7.64648
12.105	-7.64648
12.11	-7.73437
12.115	-7.77832
12.12	-7.86621
12.125	-7.86621
12.13	-7.91016
12.135	-7.99805
12.14	-7.99805
12.145	-8.04199
12.15	-8.08594
12.155	-8.12988
12.16	-8.12988
12.165	-8.17383
12.17	-8.21777
12.175	-8.21777
12.18	-8.26172
12.185	-8.30566
12.19	-8.30566
12.195	-8.34961
12.2	-8.39355
12.205	-8.39355
12.21	-8.4375
12.215	-8.4375
12.22	-8.48145
12.225	-8.52539
12.23	-8.52539
12.235	-8.56934
12.24	-8.56934
12.245	-8.61328
12.25	-8.61328
12.255	-8.70117
12.26	-8.70117
12.265	-8.74512
12.27	-8.74512
12.275	-8.78906
12.28	-8.83301
12.285	-8.87695
12.29	-8.87695
12.295	-8.87695
12.3	-8.9209
12.305	-8.9209
12.31	-8.96484
12.315	-8.96484
12.32	-9.00879
12.325	-9.05273
12.33	-9.05273
12.335	-9.09668
12.34	-9.09668
12.345	-9.18457
12.35	-9.18457
12.355	-9.18457
12.36	-9.27246
12.365	-9.27246
12.37	-9.27246
12.375	-9.36035
12.38	-9.36035
12.385	-9.36035
12.39	-9.4043
12.395	-9.4043
12.4	-9.44824
12.405	-9.44824
12.41	-9.44824
12.415	-9.49219
12.42	-9.53613
12.425	-9.53613
12.43	-9.53613
12.435	-9.58008
12.44	-9.58008
12.445	-9.62402
12.45	-9.62402
12.455	-9.62402
12.46	-9.66797
12.465	-9.66797
12.47	-9.71191
12.475	-9.71191
12.48	-9.71191
12.485	-9.75586
12.49	-9.75586
12.495	-9.75586
12.5	-9.7998
12.505	-9.84375
12.51	-9.84375
12.515	-9.84375
12.52	-9.8877
12.525	-9.8877
12.53	-9.8877
12.535	-9.93164
12.54	-9.93164
12.545	-9.93164
12.55	-9.97559
12.555	-9.97559
12.56	-9.97559
12.565	-10.0195
12.57	-10.0195
12.575	-10.0635
12.58	-10.0635
12.585	-10.0635
12.59	-10.0635
12.595	-10.1074
12.6	-10.1074
12.605	-10.1074
12.61	-10.1514
12.615	-10.1514
12.62	-10.1514
12.625	-10.1953
12.63	-10.1953
12.635	-10.1953
12.64	-10.1953
12.645	-10.2393
12.65	-10.2393
12.655	-10.2393
12.66	-10.2393
12.665	-10.2832
12.67	-10.2832
12.675	-10.2832
12.68	-10.2832
12.685	-10.2832
12.69	-10.3271
12.695	-10.3271
12.7	-10.3271
12.705	-10.3271
12.71	-10.3271
12.715	-10.3711
12.72	-10.3711
12.725	-10.3711
12.73	-10.3711
12.735	-10.3711
12.74	-10.3711
12.745	-10.415
12.75	-10.3711
12.755	-10.415
12.76	-10.415
12.765	-10.415
12.77	-10.415
12.775	-10.415
12.78	-10.415
12.785	-10.459
12.79	-10.459
12.795	-10.459
12.8	-10.459
12.805	-10.459
12.81	-10.459
12.815	-10.459
12.82	-10.459
12.825	-10.459
12.83	-10.5029
12.835	-10.5029
12.84	-10.5029
12.845	-10.5029
12.85	-10.5029
12.855	-10.5029
12.86	-10.5029
12.865	-10.5029
12.87	-10.5029
12.875	-10.5029
12.88	-10.5029
12.885	-10.5029
12.89	-10.5469
12.895	-10.5469
12.9	-10.5469
12.905	-10.5469
12.91	-10.5469
12.915	-10.5469
12.92	-10.5469
12.925	-10.5469
12.93	-10.5469
12.935	-10.5469
12.94	-10.5469
12.945	-10.5469
12.95	-10.5469
12.955	-10.5469
12.96	-10.5469
12.965	-10.5469
12.97	-10.5469
12.975	-10.5469
12.98	-10.5469
12.985	-10.5469
12.99	-10.5469
12.995	-10.5469
13	-10.5469
13.005	-10.5469
13.01	-10.5469
13.015	-10.5469
13.02	-10.5469
13.025	-10.5469
13.03	-10.5469
13.035	-10.5469
13.04	-10.5469
13.045	-10.5469
13.05	-10.5469
13.055	-10.5469
13.06	-10.5469
13.065	-10.5469
13.07	-10.5469
13.075	-10.5469
13.08	-10.5469
13.085	-10.5469
13.09	-10.5469
13.095	-10.5469
13.1	-10.5469
13.105	-10.5469
13.11	-10.5469
13.115	-10.5469
13.12	-10.5469
13.125	-10.5469
13.13	-10.5469
13.135	-10.5469
13.14	-10.5469
13.145	-10.5029
13.15	-10.5469
13.155	-10.5029
13.16	-10.5029
13.165	-10.5029
13.17	-10.5029
13.175	-10.5029
13.18	-10.5029
13.185	-10.5029
13.19	-10.5029
13.195	-10.5029
13.2	-10.5029
13.205	-10.5029
13.21	-10.5029
13.215	-10.5029
13.22	-10.5029
13.225	-10.5029
13.23	-10.459
13.235	-10.459
13.24	-10.459
13.245	-10.459
13.25	-10.459
13.255	-10.459
13.26	-10.459
13.265	-10.459
13.27	-10.459
13.275	-10.459
13.28	-10.459
13.285	-10.415
13.29	-10.415
13.295	-10.415
13.3	-10.415
13.305	-10.415
13.31	-10.415
13.315	-10.415
13.32	-10.415
13.325	-10.415
13.33	-10.415
13.335	-10.3711
13.34	-10.3711
13.345	-10.3711
13.35	-10.3711
13.355	-10.3711
13.36	-10.3711
13.365	-10.3711
13.37	-10.3711
13.375	-10.3271
13.38	-10.3711
13.385	-10.3271
13.39	-10.3271
13.395	-10.3271
13.4	-10.3271
13.405	-10.3271
13.41	-10.3271
13.415	-10.3271
13.42	-10.3271
13.425	-10.3271
13.43	-10.3271
13.435	-10.3271
13.44	-10.2832
13.445	-10.2832
13.45	-10.2832
13.455	-10.2832
13.46	-10.2832
13.465	-10.2832
13.47	-10.2832
13.475	-10.2832
13.48	-10.2393
13.485	-10.2393
13.49	-10.2393
13.495	-10.2393
13.5	-10.2393
13.505	-10.2393
13.51	-10.2393
13.515	-10.2393
13.52	-10.2393
13.525	-10.2393
13.53	-10.1953
13.535	-10.1953
13.54	-10.1953
13.545	-10.1953
13.55	-10.1953
13.555	-10.1953
13.56	-10.1953
13.565	-10.1953
13.57	-10.1514
13.575	-10.1514
13.58	-10.1514
13.585	-10.1514
13.59	-10.1514
13.595	-10.1514
13.6	-10.1514
13.605	-10.1514
13.61	-10.1074
13.615	-10.1074
13.62	-10.1074
13.625	-10.1074
13.63	-10.1074
13.635	-10.1074
13.64	-10.1074
13.645	-10.0635
13.65	-10.0635
13.655	-10.0635
13.66	-10.0635
13.665	-10.0635
13.67	-10.0635
13.675	-10.0635
13.68	-10.0195
13.685	-10.0195
13.69	-10.0195
13.695	-10.0195
13.7	-10.0195
13.705	-10.0195
13.71	-10.0195
13.715	-10.0195
13.72	-10.0195
13.725	-9.97559
13.73	-9.97559
13.735	-9.97559
13.74	-9.97559
13.745	-9.97559
13.75	-9.97559
13.755	-9.97559
13.76	-9.93164
13.765	-9.93164
13.77	-9.97559
13.775	-9.93164
13.78	-9.93164
13.785	-9.93164
13.79	-9.93164
13.795	-9.93164
13.8	-9.8877
13.805	-9.8877
13.81	-9.8877
13.815	-9.8877
13.82	-9.8877
13.825	-9.8877
13.83	-9.8877
13.835	-9.84375
13.84	-9.84375
13.845	-9.84375
13.85	-9.84375
13.855	-9.84375
13.86	-9.84375
13.865	-9.84375
13.87	-9.84375
13.875	-9.7998
13.88	-9.7998
13.885	-9.7998
13.89	-9.7998
13.895	-9.7998
13.9	-9.7998
13.905	-9.7998
13.91	-9.7998
13.915	-9.7998
13.92	-9.7998
13.925	-9.7998
13.93	-9.75586
13.935	-9.75586
13.94	-9.75586
13.945	-9.75586
13.95	-9.75586
13.955	-9.75586
13.96	-9.75586
13.965	-9.75586
13.97	-9.75586
13.975	-9.75586
13.98	-9.75586
13.985	-9.71191
13.99	-9.71191
13.995	-9.71191
14	-9.71191
14.005	-9.71191
14.01	-9.71191
14.015	-9.71191
14.02	-9.71191
14.025	-9.71191
14.03	-9.71191
14.035	-9.71191
14.04	-9.71191
14.045	-9.66797
14.05	-9.66797
14.055	-9.66797
14.06	-9.66797
14.065	-9.66797
14.07	-9.66797
14.075	-9.66797
14.08	-9.66797
14.085	-9.66797
14.09	-9.66797
14.095	-9.66797
14.1	-9.66797
14.105	-9.62402
14.11	-9.62402
14.115	-9.62402
14.12	-9.62402
14.125	-9.62402
14.13	-9.62402
14.135	-9.62402
14.14	-9.62402
14.145	-9.62402
14.15	-9.62402
14.155	-9.62402
14.16	-9.62402
14.165	-9.62402
14.17	-9.62402
14.175	-9.62402
14.18	-9.62402
14.185	-9.62402
14.19	-9.62402
14.195	-9.58008
14.2	-9.62402
14.205	-9.58008
14.21	-9.58008
14.215	-9.58008
14.22	-9.58008
14.225	-9.58008
14.23	-9.58008
14.235	-9.58008
14.24	-9.58008
14.245	-9.58008
14.25	-9.58008
14.255	-9.58008
14.26	-9.58008
14.265	-9.58008
14.27	-9.58008
14.275	-9.53613
14.28	-9.53613
14.285	-9.53613
14.29	-9.53613
14.295	-9.53613
14.3	-9.53613
14.305	-9.53613
14.31	-9.53613
14.315	-9.53613
14.32	-9.53613
14.325	-9.53613
14.33	-9.53613
14.335	-9.53613
14.34	-9.53613
14.345	-9.53613
14.35	-9.53613
14.355	-9.53613
14.36	-9.53613
14.365	-9.53613
14.37	-9.53613
14.375	-9.53613
14.38	-9.53613
14.385	-9.53613
14.39	-9.53613
14.395	-9.53613
14.4	-9.49219
14.405	-9.49219
14.41	-9.53613
14.415	-9.49219
14.42	-9.49219
14.425	-9.49219
14.43	-9.49219
14.435	-9.49219
14.44	-9.49219
14.445	-9.49219
14.45	-9.49219
14.455	-9.49219
14.46	-9.49219
14.465	-9.49219
14.47	-9.49219
14.475	-9.49219
14.48	-9.49219
14.485	-9.49219
14.49	-9.49219
14.495	-9.49219
14.5	-9.49219
14.505	-9.49219
14.51	-9.49219
14.515	-9.49219
14.52	-9.49219
14.525	-9.49219
14.53	-9.49219
14.535	-9.49219
14.54	-9.49219
14.545	-9.49219
14.55	-9.49219
14.555	-9.49219
14.56	-9.49219
14.565	-9.49219
14.57	-9.49219
14.575	-9.49219
14.58	-9.44824
14.585	-9.44824
14.59	-9.49219
14.595	-9.44824
14.6	-9.44824
14.605	-9.44824
14.61	-9.49219
14.615	-9.44824
14.62	-9.44824
14.625	-9.49219
14.63	-9.44824
14.635	-9.44824
14.64	-9.44824
14.645	-9.49219
14.65	-9.44824
14.655	-9.44824
14.66	-9.49219
14.665	-9.44824
14.67	-9.44824
14.675	-9.44824
14.68	-9.44824
14.685	-9.44824
14.69	-9.44824
14.695	-9.44824
14.7	-9.44824
14.705	-9.44824
14.71	-9.44824
14.715	-9.44824
14.72	-9.44824
14.725	-9.44824
14.73	-9.44824
14.735	-9.44824
14.74	-9.44824
14.745	-9.44824
14.75	-9.44824
14.755	-9.44824
14.76	-9.44824
14.765	-9.44824
14.77	-9.44824
14.775	-9.44824
14.78	-9.44824
14.785	-9.44824
14.79	-9.44824
14.795	-9.44824
14.8	-9.44824
14.805	-9.44824
14.81	-9.44824
14.815	-9.44824
14.82	-9.44824
14.825	-9.44824
14.83	-9.44824
14.835	-9.44824
14.84	-9.44824
14.845	-9.44824
14.85	-9.44824
14.855	-9.44824
14.86	-9.44824
14.865	-9.44824
14.87	-9.44824
14.875	-9.44824
14.88	-9.44824
14.885	-9.44824
14.89	-9.44824
14.895	-9.49219
14.9	-9.44824
14.905	-9.44824
14.91	-9.44824
14.915	-9.49219
14.92	-9.44824
14.925	-9.44824
14.93	-9.49219
14.935	-9.44824
14.94	-9.44824
14.945	-9.49219
14.95	-9.49219
14.955	-9.44824
14.96	-9.44824
14.965	-9.49219
14.97	-9.44824
14.975	-9.44824
14.98	-9.49219
14.985	-9.49219
14.99	-9.44824
14.995	-9.44824
15	-9.49219
15.005	-9.49219
15.01	-9.49219
15.015	-9.49219
15.02	-9.49219
15.025	-9.49219
15.03	-9.49219
15.035	-9.49219
15.04	-9.49219
15.045	-9.49219
15.05	-9.44824
15.055	-9.44824
15.06	-9.44824
15.065	-9.44824
15.07	-9.44824
15.075	-9.44824
15.08	-9.44824
15.085	-9.44824
15.09	-9.44824
15.095	-9.44824
15.1	-9.44824
15.105	-9.44824
15.11	-9.44824
15.115	-9.44824
15.12	-9.44824
15.125	-9.44824
15.13	-9.44824
15.135	-9.44824
15.14	-9.44824
15.145	-9.44824
15.15	-9.4043
15.155	-9.4043
15.16	-9.4043
15.165	-9.4043
15.17	-9.4043
15.175	-9.4043
15.18	-9.4043
15.185	-9.36035
15.19	-9.4043
15.195	-9.36035
