Elevation (deg) - Measured	
14.485	-9.92188
14.49	-9.92188
14.495	-9.92188
14.5	-9.92188
14.505	-9.92188
14.51	-9.92188
14.515	-9.92188
14.52	-9.92188
14.525	-9.92188
14.53	-9.92188
14.535	-9.92188
14.54	-9.92188
14.545	-9.92188
14.55	-9.92188
14.555	-9.92188
14.56	-9.92188
14.565	-9.92188
14.57	-9.92188
14.575	-9.92188
14.58	-9.92188
14.585	-9.92188
14.59	-9.92188
14.595	-9.92188
14.6	-9.92188
14.605	-9.92188
14.61	-9.92188
14.615	-9.92188
14.62	-9.92188
14.625	-9.92188
14.63	-9.92188
14.635	-9.92188
14.64	-9.92188
14.645	-9.92188
14.65	-9.92188
14.655	-9.92188
14.66	-9.92188
14.665	-9.92188
14.67	-9.92188
14.675	-9.92188
14.68	-9.92188
14.685	-9.92188
14.69	-9.92188
14.695	-9.92188
14.7	-9.92188
14.705	-9.92188
14.71	-9.92188
14.715	-9.92188
14.72	-9.92188
14.725	-9.92188
14.73	-9.92188
14.735	-9.92188
14.74	-9.92188
14.745	-9.92188
14.75	-9.92188
14.755	-9.92188
14.76	-9.83398
14.765	-9.83398
14.77	-9.83398
14.775	-9.83398
14.78	-9.83398
14.785	-9.83398
14.79	-9.83398
14.795	-9.83398
14.8	-9.83398
14.805	-9.83398
14.81	-9.83398
14.815	-9.83398
14.82	-9.83398
14.825	-9.83398
14.83	-9.83398
14.835	-9.83398
14.84	-9.83398
14.845	-9.83398
14.85	-9.83398
14.855	-9.83398
14.86	-9.83398
14.865	-9.83398
14.87	-9.83398
14.875	-9.83398
14.88	-9.83398
14.885	-9.83398
14.89	-9.83398
14.895	-9.83398
14.9	-9.83398
14.905	-9.83398
14.91	-9.83398
14.915	-9.83398
14.92	-9.83398
14.925	-9.83398
14.93	-9.83398
14.935	-9.83398
14.94	-9.83398
14.945	-9.83398
14.95	-9.83398
14.955	-9.83398
14.96	-9.83398
14.965	-9.83398
14.97	-9.83398
14.975	-9.83398
14.98	-9.83398
14.985	-9.83398
14.99	-9.83398
14.995	-9.83398
15	-9.83398
15.005	-9.83398
15.01	-9.83398
15.015	-9.83398
15.02	-9.83398
15.025	-9.83398
15.03	-9.83398
15.035	-9.83398
15.04	-9.83398
15.045	-9.83398
15.05	-9.83398
15.055	-9.83398
15.06	-9.83398
15.065	-9.83398
15.07	-9.83398
15.075	-9.83398
15.08	-9.83398
15.085	-9.83398
15.09	-9.83398
15.095	-9.83398
15.1	-9.83398
15.105	-9.83398
15.11	-9.83398
15.115	-9.83398
15.12	-9.74609
15.125	-9.74609
15.13	-9.74609
15.135	-9.74609
15.14	-9.74609
15.145	-9.74609
15.15	-9.6582
15.155	-9.6582
15.16	-9.6582
15.165	-9.57031
15.17	-9.57031
15.175	-9.48242
15.18	-9.48242
15.185	-9.48242
15.19	-9.30664
15.195	-9.30664
15.2	-9.13086
15.205	-9.13086
15.21	-9.04297
15.215	-8.95508
15.22	-8.95508
15.225	-8.86719
15.23	-8.69141
15.235	-8.60352
15.24	-8.33984
15.245	-8.33984
15.25	-8.25195
15.255	-7.98828
15.26	-7.90039
15.265	-7.8125
15.27	-7.63672
15.275	-7.54883
15.28	-7.46094
15.285	-7.19727
15.29	-7.10938
15.295	-6.8457
15.3	-6.75781
15.305	-6.66992
15.31	-6.49414
15.315	-6.40625
15.32	-6.31836
15.325	-6.05469
15.33	-5.9668
15.335	-5.87891
15.34	-5.61523
15.345	-5.43945
15.35	-5.35156
15.355	-5.08789
15.36	-5.08789
15.365	-4.64844
15.37	-4.56055
15.375	-4.47266
15.38	-4.29688
15.385	-4.12109
15.39	-4.0332
15.395	-3.85742
15.4	-3.68164
15.405	-3.59375
15.41	-3.33008
15.415	-3.24219
15.42	-3.1543
15.425	-2.80273
15.43	-2.71484
15.435	-2.62695
15.44	-2.27539
15.445	-2.1875
15.45	-2.09961
15.455	-1.83594
15.46	-1.74805
15.465	-1.66016
15.47	-1.39648
15.475	-1.30859
15.48	-1.2207
15.485	-0.869141
15.49	-0.78125
15.495	-0.693359
15.5	-0.429688
15.505	-0.341797
15.51	-0.253906
15.515	0.00976562
15.52	0.185547
15.525	0.361328
15.53	0.449219
15.535	0.537109
15.54	0.800781
15.545	0.976562
15.55	1.15234
15.555	1.24023
15.56	1.32812
15.565	1.5918
15.57	1.67969
15.575	1.76758
15.58	1.94336
15.585	2.03125
15.59	2.11914
15.595	2.29492
15.6	2.29492
15.605	2.38281
15.61	2.55859
15.615	2.64648
15.62	2.73437
15.625	2.91016
15.63	2.91016
15.635	2.99805
15.64	3.26172
15.645	3.34961
15.65	3.52539
15.655	3.61328
15.66	3.70117
15.665	3.78906
15.67	3.87695
15.675	4.05273
15.68	4.14063
15.685	4.31641
15.69	4.4043
15.695	4.4043
15.7	4.49219
15.705	4.58008
15.71	4.66797
15.715	4.75586
15.72	4.84375
15.725	4.93164
15.73	5.01953
15.735	5.10742
15.74	5.10742
15.745	5.2832
15.75	5.2832
15.755	5.2832
15.76	5.37109
15.765	5.45898
15.77	5.45898
15.775	5.54688
15.78	5.63477
15.785	5.63477
15.79	5.72266
15.795	5.72266
15.8	5.81055
15.805	5.81055
15.81	5.89844
15.815	5.89844
15.82	5.89844
15.825	5.98633
15.83	6.07422
15.835	6.07422
15.84	6.07422
15.845	6.16211
15.85	6.16211
15.855	6.16211
15.86	6.16211
15.865	6.25
15.87	6.25
15.875	6.33789
15.88	6.33789
15.885	6.33789
15.89	6.33789
15.895	6.42578
15.9	6.42578
15.905	6.42578
15.91	6.51367
15.915	6.51367
15.92	6.60156
15.925	6.60156
15.93	6.60156
15.935	6.60156
15.94	6.60156
15.945	6.68945
15.95	6.68945
15.955	6.68945
15.96	6.77734
15.965	6.77734
15.97	6.86523
15.975	6.86523
15.98	6.86523
15.985	6.86523
15.99	6.86523
15.995	6.95312
16	6.95312
16.005	6.95312
16.01	6.95312
16.015	7.04102
16.02	7.04102
16.025	7.04102
16.03	7.04102
16.035	7.12891
16.04	7.12891
16.045	7.12891
16.05	7.2168
16.055	7.2168
16.06	7.2168
16.065	7.2168
16.07	7.2168
16.075	7.30469
16.08	7.30469
16.085	7.30469
16.09	7.39258
16.095	7.39258
16.1	7.39258
16.105	7.39258
16.11	7.48047
16.115	7.48047
16.12	7.48047
16.125	7.56836
16.13	7.56836
16.135	7.56836
16.14	7.56836
16.145	7.65625
16.15	7.65625
16.155	7.65625
16.16	7.65625
16.165	7.74414
16.17	7.74414
16.175	7.74414
16.18	7.74414
16.185	7.83203
16.19	7.83203
16.195	7.83203
16.2	7.83203
16.205	7.91992
16.21	7.91992
16.215	8.00781
16.22	8.00781
16.225	8.00781
16.23	8.00781
16.235	8.0957
16.24	8.0957
16.245	8.0957
16.25	8.0957
16.255	8.0957
16.26	8.18359
16.265	8.18359
16.27	8.18359
16.275	8.18359
16.28	8.27148
16.285	8.27148
16.29	8.27148
16.295	8.27148
16.3	8.35937
16.305	8.35937
16.31	8.35937
16.315	8.35937
16.32	8.35937
16.325	8.35937
16.33	8.35937
16.335	8.44727
16.34	8.44727
16.345	8.44727
16.35	8.44727
16.355	8.44727
16.36	8.53516
16.365	8.53516
16.37	8.53516
16.375	8.53516
16.38	8.62305
16.385	8.62305
16.39	8.62305
16.395	8.62305
16.4	8.62305
16.405	8.62305
16.41	8.71094
16.415	8.71094
16.42	8.71094
16.425	8.71094
16.43	8.71094
16.435	8.71094
16.44	8.79883
16.445	8.79883
16.45	8.79883
16.455	8.88672
16.46	8.88672
16.465	8.88672
16.47	8.88672
16.475	8.88672
16.48	8.88672
16.485	8.97461
16.49	8.97461
16.495	8.97461
16.5	8.97461
16.505	8.97461
16.51	8.97461
16.515	8.97461
16.52	8.97461
16.525	8.97461
16.53	9.0625
16.535	9.0625
16.54	9.0625
16.545	9.0625
16.55	9.0625
16.555	9.0625
16.56	9.0625
16.565	9.0625
16.57	9.0625
16.575	9.0625
16.58	9.0625
16.585	9.15039
16.59	9.15039
16.595	9.15039
16.6	9.15039
16.605	9.15039
16.61	9.15039
16.615	9.15039
16.62	9.15039
16.625	9.15039
16.63	9.15039
16.635	9.23828
16.64	9.23828
16.645	9.23828
16.65	9.23828
16.655	9.23828
16.66	9.23828
16.665	9.23828
16.67	9.23828
16.675	9.32617
16.68	9.32617
16.685	9.32617
16.69	9.32617
16.695	9.32617
16.7	9.32617
16.705	9.32617
16.71	9.32617
16.715	9.32617
16.72	9.32617
16.725	9.41406
16.73	9.41406
16.735	9.41406
16.74	9.41406
16.745	9.41406
16.75	9.41406
16.755	9.41406
16.76	9.41406
16.765	9.41406
16.77	9.41406
16.775	9.41406
16.78	9.41406
16.785	9.41406
16.79	9.41406
16.795	9.41406
16.8	9.41406
16.805	9.50195
16.81	9.50195
16.815	9.50195
16.82	9.50195
16.825	9.50195
16.83	9.50195
16.835	9.50195
16.84	9.50195
16.845	9.50195
16.85	9.50195
16.855	9.50195
16.86	9.50195
16.865	9.50195
16.87	9.50195
16.875	9.50195
16.88	9.50195
16.885	9.50195
16.89	9.58984
16.895	9.58984
16.9	9.58984
16.905	9.58984
16.91	9.58984
16.915	9.58984
16.92	9.58984
16.925	9.58984
16.93	9.58984
16.935	9.58984
16.94	9.58984
16.945	9.67773
16.95	9.67773
16.955	9.67773
16.96	9.67773
16.965	9.67773
16.97	9.67773
16.975	9.67773
16.98	9.67773
16.985	9.67773
16.99	9.67773
16.995	9.67773
17	9.67773
17.005	9.67773
17.01	9.67773
17.015	9.67773
17.02	9.67773
17.025	9.67773
17.03	9.67773
17.035	9.67773
17.04	9.67773
17.045	9.67773
17.05	9.67773
17.055	9.67773
17.06	9.67773
17.065	9.67773
17.07	9.67773
17.075	9.67773
17.08	9.67773
17.085	9.67773
17.09	9.67773
17.095	9.67773
17.1	9.67773
17.105	9.67773
17.11	9.67773
17.115	9.67773
17.12	9.67773
17.125	9.76563
17.13	9.76563
17.135	9.76563
17.14	9.76563
17.145	9.76563
17.15	9.76563
17.155	9.76563
17.16	9.76563
17.165	9.76563
17.17	9.76563
17.175	9.76563
17.18	9.76563
17.185	9.76563
17.19	9.76563
17.195	9.76563
17.2	9.76563
17.205	9.76563
17.21	9.76563
17.215	9.76563
17.22	9.76563
17.225	9.76563
17.23	9.76563
17.235	9.76563
17.24	9.76563
17.245	9.76563
17.25	9.76563
17.255	9.76563
17.26	9.76563
17.265	9.76563
17.27	9.76563
17.275	9.76563
17.28	9.76563
17.285	9.76563
17.29	9.76563
17.295	9.76563
17.3	9.76563
17.305	9.76563
17.31	9.76563
17.315	9.76563
17.32	9.76563
17.325	9.76563
17.33	9.76563
17.335	9.76563
17.34	9.76563
17.345	9.76563
17.35	9.76563
17.355	9.76563
17.36	9.76563
17.365	9.76563
17.37	9.76563
17.375	9.76563
17.38	9.76563
17.385	9.76563
17.39	9.76563
17.395	9.76563
17.4	9.76563
17.405	9.76563
17.41	9.85352
17.415	9.85352
17.42	9.85352
17.425	9.85352
17.43	9.85352
17.435	9.85352
17.44	9.85352
17.445	9.85352
17.45	9.85352
17.455	9.85352
17.46	9.85352
17.465	9.85352
17.47	9.85352
17.475	9.85352
17.48	9.85352
17.485	9.85352
17.49	9.85352
17.495	9.85352
17.5	9.85352
17.505	9.85352
17.51	9.85352
17.515	9.85352
17.52	9.85352
17.525	9.85352
17.53	9.85352
17.535	9.85352
17.54	9.85352
17.545	9.85352
17.55	9.85352
17.555	9.85352
17.56	9.85352
17.565	9.85352
17.57	9.85352
17.575	9.85352
17.58	9.85352
17.585	9.85352
17.59	9.85352
17.595	9.85352
17.6	9.85352
17.605	9.85352
17.61	9.85352
17.615	9.85352
17.62	9.85352
17.625	9.85352
17.63	9.85352
17.635	9.85352
17.64	9.85352
17.645	9.85352
17.65	9.85352
17.655	9.85352
17.66	9.85352
17.665	9.85352
17.67	9.85352
17.675	9.85352
17.68	9.85352
17.685	9.85352
17.69	9.85352
17.695	9.85352
17.7	9.85352
17.705	9.85352
17.71	9.85352
17.715	9.85352
17.72	9.85352
17.725	9.85352
17.73	9.85352
17.735	9.85352
17.74	9.85352
17.745	9.85352
17.75	9.85352
17.755	9.85352
17.76	9.85352
17.765	9.85352
17.77	9.85352
17.775	9.85352
17.78	9.85352
17.785	9.85352
17.79	9.85352
17.795	9.85352
17.8	9.85352
17.805	9.85352
17.81	9.85352
17.815	9.94141
17.82	9.94141
17.825	9.94141
17.83	9.94141
17.835	9.94141
17.84	9.94141
17.845	9.94141
17.85	9.94141
17.855	9.94141
17.86	9.94141
17.865	9.94141
17.87	9.94141
17.875	9.94141
17.88	9.94141
17.885	9.94141
17.89	9.94141
17.895	9.94141
17.9	9.94141
17.905	9.94141
17.91	9.94141
17.915	9.94141
17.92	9.94141
17.925	9.94141
17.93	9.94141
17.935	9.94141
17.94	9.94141
17.945	9.94141
17.95	9.94141
17.955	9.94141
17.96	9.94141
17.965	9.94141
17.97	9.94141
17.975	9.94141
17.98	9.94141
17.985	9.94141
17.99	9.94141
17.995	9.94141
18	9.94141
18.005	9.94141
18.01	9.94141
18.015	9.94141
18.02	9.94141
18.025	9.94141
18.03	9.94141
18.035	9.94141
18.04	9.94141
18.045	9.85352
18.05	9.85352
18.055	9.85352
18.06	9.85352
18.065	9.85352
18.07	9.85352
18.075	9.85352
18.08	9.85352
18.085	9.85352
18.09	9.85352
18.095	9.85352
18.1	9.85352
18.105	9.85352
18.11	9.85352
18.115	9.85352
18.12	9.85352
18.125	9.85352
18.13	9.85352
18.135	9.85352
18.14	9.85352
18.145	9.85352
18.15	9.85352
18.155	9.85352
18.16	9.85352
18.165	9.85352
18.17	9.94141
18.175	9.94141
18.18	9.94141
18.185	9.94141
18.19	9.94141
18.195	9.94141
18.2	9.94141
18.205	9.94141
18.21	9.94141
18.215	9.94141
18.22	9.94141
18.225	9.94141
18.23	9.94141
18.235	9.94141
18.24	9.94141
18.245	9.94141
18.25	9.94141
18.255	9.94141
18.26	9.94141
18.265	9.94141
18.27	9.94141
18.275	9.94141
18.28	9.94141
18.285	9.94141
18.29	9.94141
18.295	9.94141
18.3	9.94141
18.305	9.94141
18.31	9.94141
18.315	9.94141
18.32	9.94141
18.325	9.94141
18.33	9.94141
18.335	9.94141
18.34	9.94141
18.345	9.94141
18.35	9.94141
18.355	9.94141
18.36	9.94141
18.365	9.94141
18.37	9.94141
18.375	9.94141
18.38	9.94141
18.385	9.94141
18.39	9.94141
18.395	9.94141
18.4	9.94141
18.405	9.94141
18.41	9.94141
18.415	9.94141
18.42	9.94141
18.425	9.94141
18.43	9.94141
18.435	9.94141
18.44	9.94141
18.445	9.94141
18.45	9.94141
18.455	9.94141
18.46	9.94141
18.465	9.94141
18.47	9.94141
18.475	9.94141
18.48	9.94141
18.485	9.94141
18.49	9.94141
18.495	9.94141
18.5	9.94141
18.505	9.94141
18.51	9.94141
18.515	9.94141
18.52	9.94141
18.525	9.94141
18.53	9.94141
18.535	9.94141
18.54	9.94141
18.545	9.94141
18.55	9.94141
18.555	9.94141
18.56	9.94141
18.565	9.94141
18.57	9.94141
18.575	9.94141
18.58	9.94141
18.585	9.94141
18.59	9.94141
18.595	9.94141
18.6	9.94141
18.605	9.94141
18.61	9.94141
18.615	9.85352
18.62	9.85352
18.625	9.85352
18.63	9.85352
18.635	9.85352
18.64	9.85352
18.645	9.85352
18.65	9.85352
18.655	9.85352
18.66	9.85352
18.665	9.85352
18.67	9.85352
18.675	9.85352
18.68	9.85352
18.685	9.85352
18.69	9.85352
18.695	9.85352
18.7	9.85352
18.705	9.85352
18.71	9.85352
18.715	9.85352
18.72	9.85352
18.725	9.85352
18.73	9.85352
18.735	9.85352
18.74	9.85352
18.745	9.85352
18.75	9.85352
18.755	9.85352
18.76	9.85352
18.765	9.85352
18.77	9.85352
18.775	9.85352
18.78	9.85352
18.785	9.85352
18.79	9.85352
18.795	9.85352
18.8	9.85352
18.805	9.85352
18.81	9.85352
18.815	9.85352
18.82	9.85352
18.825	9.85352
18.83	9.85352
18.835	9.85352
18.84	9.94141
18.845	9.94141
18.85	9.94141
18.855	9.94141
18.86	9.94141
18.865	9.94141
18.87	9.94141
18.875	9.94141
18.88	9.94141
18.885	9.94141
18.89	9.94141
18.895	9.94141
18.9	9.94141
18.905	9.94141
18.91	9.94141
18.915	9.94141
18.92	9.94141
18.925	9.94141
18.93	9.94141
18.935	9.94141
18.94	9.94141
18.945	9.94141
18.95	9.94141
18.955	9.94141
18.96	9.94141
18.965	9.94141
18.97	9.94141
18.975	9.94141
18.98	9.94141
18.985	9.94141
18.99	9.94141
18.995	9.94141
19	9.94141
19.005	9.94141
19.01	9.94141
19.015	9.94141
19.02	9.94141
19.025	9.94141
19.03	9.94141
19.035	9.94141
19.04	9.94141
19.045	9.94141
19.05	9.94141
19.055	9.94141
19.06	9.94141
19.065	9.94141
19.07	9.94141
19.075	9.94141
19.08	9.94141
19.085	9.94141
19.09	9.94141
19.095	9.94141
19.1	9.94141
19.105	9.94141
19.11	9.94141
19.115	9.94141
19.12	9.94141
19.125	9.94141
19.13	9.94141
19.135	9.94141
19.14	9.94141
19.145	9.94141
19.15	9.94141
19.155	9.94141
19.16	9.94141
19.165	9.94141
19.17	9.94141
19.175	9.94141
19.18	9.94141
19.185	9.94141
19.19	9.94141
19.195	9.94141
19.2	9.94141
19.205	9.94141
19.21	9.94141
19.215	9.94141
19.22	9.94141
19.225	9.94141
19.23	9.94141
19.235	9.94141
19.24	9.94141
19.245	9.94141
19.25	9.94141
19.255	9.94141
19.26	9.94141
19.265	9.94141
19.27	9.94141
19.275	9.94141
19.28	9.85352
19.285	9.85352
19.29	9.85352
19.295	9.85352
19.3	9.85352
19.305	9.85352
19.31	9.85352
19.315	9.85352
19.32	9.85352
19.325	9.85352
19.33	9.85352
19.335	9.85352
19.34	9.85352
19.345	9.85352
19.35	9.85352
19.355	9.85352
19.36	9.85352
19.365	9.85352
19.37	9.85352
19.375	9.85352
19.38	9.85352
19.385	9.85352
19.39	9.85352
19.395	9.85352
19.4	9.85352
19.405	9.85352
19.41	9.85352
19.415	9.85352
19.42	9.85352
19.425	9.85352
19.43	9.85352
19.435	9.85352
19.44	9.85352
19.445	9.85352
19.45	9.85352
19.455	9.94141
19.46	9.94141
19.465	9.94141
19.47	9.94141
19.475	9.94141
19.48	9.94141
19.485	9.94141
19.49	9.94141
19.495	9.94141
19.5	9.94141
19.505	9.94141
19.51	9.94141
19.515	9.94141
19.52	9.94141
19.525	9.94141
19.53	9.94141
19.535	9.94141
19.54	9.94141
19.545	9.94141
19.55	9.94141
19.555	9.94141
19.56	9.94141
19.565	9.94141
19.57	9.94141
19.575	9.94141
19.58	9.94141
19.585	9.94141
19.59	9.94141
19.595	9.94141
19.6	9.94141
19.605	9.94141
19.61	9.94141
19.615	9.94141
19.62	9.94141
19.625	9.94141
19.63	9.94141
19.635	9.94141
19.64	9.94141
19.645	9.94141
19.65	9.94141
19.655	9.94141
19.66	9.94141
19.665	9.94141
19.67	9.94141
19.675	9.94141
19.68	9.94141
19.685	9.94141
19.69	9.94141
19.695	9.94141
19.7	9.94141
19.705	9.94141
19.71	9.94141
19.715	9.94141
19.72	9.94141
19.725	9.94141
19.73	9.94141
19.735	9.94141
19.74	9.94141
19.745	9.94141
19.75	9.94141
19.755	9.94141
19.76	9.94141
19.765	9.94141
19.77	9.94141
19.775	9.94141
19.78	9.94141
19.785	9.94141
19.79	9.94141
19.795	9.94141
19.8	9.94141
19.805	9.94141
19.81	9.94141
19.815	9.94141
19.82	9.94141
19.825	9.94141
19.83	9.94141
19.835	9.94141
19.84	9.94141
19.845	9.94141
19.85	9.94141
19.855	9.94141
19.86	9.94141
19.865	9.94141
19.87	9.94141
19.875	9.94141
19.88	9.94141
19.885	9.94141
19.89	9.94141
19.895	9.94141
19.9	9.94141
19.905	9.94141
19.91	9.94141
19.915	9.94141
19.92	9.94141
19.925	9.94141
19.93	9.94141
19.935	9.94141
19.94	9.94141
19.945	9.94141
19.95	9.94141
19.955	9.94141
19.96	9.94141
19.965	9.94141
19.97	9.94141
19.975	9.94141
19.98	9.94141
19.985	9.94141
19.99	9.94141
19.995	9.94141
20	9.94141
20.005	9.94141
20.01	9.94141
20.015	9.94141
20.02	9.94141
20.025	9.94141
20.03	9.94141
20.035	9.94141
20.04	9.94141
20.045	9.85352
20.05	9.85352
20.055	9.85352
20.06	9.85352
20.065	9.85352
20.07	9.76563
20.075	9.76563
20.08	9.76563
20.085	9.67773
20.09	9.67773
20.095	9.67773
20.1	9.58984
20.105	9.50195
20.11	9.50195
20.115	9.41406
20.12	9.41406
20.125	9.32617
20.13	9.23828
20.135	9.23828
20.14	9.0625
20.145	8.97461
20.15	8.97461
20.155	8.79883
20.16	8.71094
20.165	8.71094
20.17	8.44727
20.175	8.35937
20.18	8.18359
20.185	8.0957
20.19	8.0957
20.195	7.83203
20.2	7.74414
20.205	7.48047
20.21	7.39258
20.215	7.30469
20.22	7.04102
20.225	7.04102
20.23	6.95312
20.235	6.68945
20.24	6.60156
20.245	6.33789
20.25	6.25
20.255	6.16211
20.26	5.98633
20.265	5.89844
20.27	5.81055
20.275	5.37109
20.28	5.2832
20.285	5.19531
20.29	4.75586
20.295	4.66797
20.3	4.58008
20.305	4.4043
20.31	4.31641
20.315	4.14063
20.32	3.87695
20.325	3.78906
20.33	3.70117
20.335	3.4375
20.34	3.34961
20.345	3.26172
20.35	3.08594
20.355	2.91016
20.36	2.82227
20.365	2.4707
20.37	2.38281
20.375	2.29492
20.38	2.11914
20.385	2.03125
20.39	1.94336
20.395	1.5918
20.4	1.50391
20.405	1.15234
20.41	1.06445
20.415	0.976562
20.42	0.712891
20.425	0.625
20.43	0.537109
20.435	0.273438
20.44	0.0976562
20.445	0.00976562
20.45	-0.166016
20.455	-0.253906
20.46	-0.341797
20.465	-0.693359
20.47	-0.78125
20.475	-1.13281
20.48	-1.2207
20.485	-1.30859
20.49	-1.57227
20.495	-1.66016
20.5	-1.74805
20.505	-2.09961
20.51	-2.1875
20.515	-2.27539
20.52	-2.62695
20.525	-2.71484
20.53	-2.71484
20.535	-3.06641
20.54	-3.1543
20.545	-3.24219
20.55	-3.50586
20.555	-3.59375
20.56	-3.59375
20.565	-3.85742
20.57	-3.94531
20.575	-3.94531
20.58	-4.12109
20.585	-4.20898
20.59	-4.29688
20.595	-4.47266
20.6	-4.47266
20.605	-4.56055
20.61	-4.64844
20.615	-4.73633
20.62	-4.82422
20.625	-4.91211
20.63	-5
20.635	-5
20.64	-5.08789
20.645	-5.17578
20.65	-5.17578
20.655	-5.26367
20.66	-5.35156
20.665	-5.35156
20.67	-5.35156
20.675	-5.43945
20.68	-5.43945
20.685	-5.52734
20.69	-5.52734
20.695	-5.61523
20.7	-5.61523
20.705	-5.70313
20.71	-5.70313
20.715	-5.70313
20.72	-5.70313
20.725	-5.79102
20.73	-5.79102
20.735	-5.87891
20.74	-5.87891
20.745	-5.87891
20.75	-5.87891
20.755	-5.9668
20.76	-5.9668
20.765	-6.05469
20.77	-6.05469
20.775	-6.05469
20.78	-6.14258
20.785	-6.14258
20.79	-6.14258
20.795	-6.14258
20.8	-6.14258
20.805	-6.23047
20.81	-6.23047
20.815	-6.23047
20.82	-6.23047
20.825	-6.23047
20.83	-6.31836
20.835	-6.31836
20.84	-6.31836
20.845	-6.31836
20.85	-6.31836
20.855	-6.40625
20.86	-6.40625
20.865	-6.40625
20.87	-6.49414
20.875	-6.49414
20.88	-6.49414
20.885	-6.49414
20.89	-6.49414
20.895	-6.58203
20.9	-6.58203
20.905	-6.58203
20.91	-6.58203
20.915	-6.66992
20.92	-6.66992
20.925	-6.66992
20.93	-6.75781
20.935	-6.75781
20.94	-6.75781
20.945	-6.75781
20.95	-6.75781
20.955	-6.8457
20.96	-6.8457
20.965	-6.8457
20.97	-6.93359
20.975	-6.93359
20.98	-6.93359
20.985	-7.02148
20.99	-7.02148
20.995	-7.02148
21	-7.10938
21.005	-7.10938
21.01	-7.10938
21.015	-7.19727
21.02	-7.19727
21.025	-7.19727
21.03	-7.28516
21.035	-7.28516
21.04	-7.37305
21.045	-7.37305
21.05	-7.37305
21.055	-7.37305
21.06	-7.46094
21.065	-7.46094
21.07	-7.46094
21.075	-7.46094
21.08	-7.54883
21.085	-7.54883
21.09	-7.54883
21.095	-7.63672
21.1	-7.63672
21.105	-7.63672
21.11	-7.72461
21.115	-7.72461
21.12	-7.72461
21.125	-7.8125
21.13	-7.8125
21.135	-7.8125
21.14	-7.8125
21.145	-7.8125
21.15	-7.90039
21.155	-7.90039
21.16	-7.90039
21.165	-7.90039
21.17	-7.90039
21.175	-7.90039
21.18	-7.98828
21.185	-7.98828
21.19	-7.98828
21.195	-7.98828
21.2	-8.07617
21.205	-8.07617
21.21	-8.07617
21.215	-8.07617
21.22	-8.07617
21.225	-8.16406
21.23	-8.16406
21.235	-8.16406
21.24	-8.16406
21.245	-8.16406
21.25	-8.25195
21.255	-8.25195
21.26	-8.25195
21.265	-8.25195
21.27	-8.25195
21.275	-8.25195
21.28	-8.33984
21.285	-8.33984
21.29	-8.33984
21.295	-8.33984
21.3	-8.33984
21.305	-8.33984
21.31	-8.33984
21.315	-8.42773
21.32	-8.42773
21.325	-8.42773
21.33	-8.42773
21.335	-8.42773
21.34	-8.42773
21.345	-8.42773
21.35	-8.51563
21.355	-8.51563
21.36	-8.51563
21.365	-8.51563
21.37	-8.51563
21.375	-8.51563
21.38	-8.51563
21.385	-8.51563
21.39	-8.51563
21.395	-8.51563
21.4	-8.60352
21.405	-8.60352
21.41	-8.60352
21.415	-8.60352
21.42	-8.60352
21.425	-8.60352
21.43	-8.60352
21.435	-8.60352
21.44	-8.60352
21.445	-8.60352
21.45	-8.69141
21.455	-8.69141
21.46	-8.69141
21.465	-8.69141
21.47	-8.69141
21.475	-8.69141
21.48	-8.7793
21.485	-8.7793
21.49	-8.7793
21.495	-8.7793
21.5	-8.7793
21.505	-8.7793
21.51	-8.7793
21.515	-8.7793
21.52	-8.7793
21.525	-8.7793
21.53	-8.86719
21.535	-8.86719
21.54	-8.86719
21.545	-8.86719
21.55	-8.86719
21.555	-8.86719
21.56	-8.86719
21.565	-8.86719
21.57	-8.86719
21.575	-8.86719
21.58	-8.86719
21.585	-8.86719
21.59	-8.95508
21.595	-8.95508
21.6	-8.95508
21.605	-8.95508
21.61	-8.95508
21.615	-8.95508
21.62	-8.95508
21.625	-8.95508
21.63	-8.95508
21.635	-9.04297
21.64	-9.04297
21.645	-9.04297
21.65	-9.04297
21.655	-9.04297
21.66	-9.04297
21.665	-9.04297
21.67	-9.04297
21.675	-9.04297
21.68	-9.04297
21.685	-9.04297
21.69	-9.13086
21.695	-9.13086
21.7	-9.13086
21.705	-9.13086
21.71	-9.13086
21.715	-9.13086
21.72	-9.13086
21.725	-9.13086
21.73	-9.13086
21.735	-9.21875
21.74	-9.21875
21.745	-9.21875
21.75	-9.21875
21.755	-9.21875
21.76	-9.21875
21.765	-9.21875
21.77	-9.21875
21.775	-9.21875
21.78	-9.21875
21.785	-9.21875
21.79	-9.21875
21.795	-9.21875
21.8	-9.30664
21.805	-9.30664
21.81	-9.30664
21.815	-9.30664
21.82	-9.30664
21.825	-9.30664
21.83	-9.30664
21.835	-9.30664
21.84	-9.30664
21.845	-9.30664
21.85	-9.30664
21.855	-9.30664
21.86	-9.30664
21.865	-9.30664
21.87	-9.30664
21.875	-9.30664
21.88	-9.30664
21.885	-9.30664
21.89	-9.30664
21.895	-9.30664
21.9	-9.30664
21.905	-9.39453
21.91	-9.39453
21.915	-9.39453
21.92	-9.39453
21.925	-9.39453
21.93	-9.39453
21.935	-9.39453
21.94	-9.39453
21.945	-9.39453
21.95	-9.39453
21.955	-9.39453
21.96	-9.39453
21.965	-9.39453
21.97	-9.39453
21.975	-9.39453
