Simulation Time - Measured	Travel (deg) - Measured
1.455	1.88965
1.46	1.97754
1.465	1.97754
1.47	2.02148
1.475	2.06543
1.48	2.10938
1.485	2.10938
1.49	2.19727
1.495	2.19727
1.5	2.28516
1.505	2.3291
1.51	2.3291
1.515	2.46094
1.52	2.50488
1.525	2.59277
1.53	2.59277
1.535	2.63672
1.54	2.72461
1.545	2.72461
1.55	2.76855
1.555	2.85645
1.56	2.90039
1.565	2.94434
1.57	3.03223
1.575	3.07617
1.58	3.12012
1.585	3.16406
1.59	3.20801
1.595	3.25195
1.6	3.33984
1.605	3.38379
1.61	3.47168
1.615	3.51563
1.62	3.55957
1.625	3.69141
1.63	3.73535
1.635	3.7793
1.64	3.86719
1.645	3.91113
1.65	3.95508
1.655	3.99902
1.66	4.04297
1.665	4.1748
1.67	4.21875
1.675	4.2627
1.68	4.30664
1.685	4.35059
1.69	4.39453
1.695	4.52637
1.7	4.57031
1.705	4.61426
1.71	4.70215
1.715	4.70215
1.72	4.74609
1.725	4.87793
1.73	4.92188
1.735	5.00977
1.74	5.05371
1.745	5.09766
1.75	5.18555
1.755	5.22949
1.76	5.27344
1.765	5.31738
1.77	5.36133
1.775	5.40527
1.78	5.49316
1.785	5.53711
1.79	5.58105
1.795	5.66895
1.8	5.71289
1.805	5.75684
1.81	5.84473
1.815	5.88867
1.82	5.97656
1.825	6.02051
1.83	6.06445
1.835	6.24023
1.84	6.28418
1.845	6.28418
1.85	6.41602
1.855	6.45996
1.86	6.50391
1.865	6.63574
1.87	6.67969
1.875	6.72363
1.88	6.81152
1.885	6.85547
1.89	6.94336
1.895	6.9873
1.9	7.03125
1.905	7.11914
1.91	7.16309
1.915	7.20703
1.92	7.29492
1.925	7.33887
1.93	7.38281
1.935	7.4707
1.94	7.55859
1.945	7.60254
1.95	7.69043
1.955	7.73437
1.96	7.77832
1.965	7.86621
1.97	7.86621
1.975	7.9541
1.98	7.99805
1.985	8.04199
1.99	8.12988
1.995	8.17383
2	8.21777
2.005	8.30566
2.01	8.34961
2.015	8.39355
2.02	8.48145
2.025	8.52539
2.03	8.56934
2.035	8.65723
2.04	8.70117
2.045	8.78906
2.05	8.83301
2.055	8.87695
2.06	8.9209
2.065	9.00879
2.07	9.00879
2.075	9.14063
2.08	9.18457
2.085	9.22852
2.09	9.31641
2.095	9.36035
2.1	9.4043
2.105	9.53613
2.11	9.58008
2.115	9.62402
2.12	9.71191
2.125	9.75586
2.13	9.7998
2.135	9.8877
2.14	9.93164
2.145	9.97559
2.15	10.0635
2.155	10.1074
2.16	10.2393
2.165	10.2832
2.17	10.3271
2.175	10.3711
2.18	10.415
2.185	10.5469
2.19	10.5908
2.195	10.5908
2.2	10.6787
2.205	10.7227
2.21	10.7666
2.215	10.8545
2.22	10.8984
2.225	10.9424
2.23	11.0303
2.235	11.0742
2.24	11.1182
2.245	11.1621
2.25	11.2061
2.255	11.2939
2.26	11.3379
2.265	11.3379
2.27	11.4258
2.275	11.4697
2.28	11.5137
2.285	11.6455
2.29	11.6455
2.295	11.6895
2.3	11.7773
2.305	11.8213
2.31	11.8652
2.315	11.9092
2.32	11.9531
2.325	12.085
2.33	12.1289
2.335	12.1289
2.34	12.2607
2.345	12.3047
2.35	12.3047
2.355	12.4365
2.36	12.4805
2.365	12.4805
2.37	12.5684
2.375	12.6123
2.38	12.7002
2.385	12.7441
2.39	12.7441
2.395	12.832
2.4	12.876
2.405	12.876
2.41	12.9639
2.415	12.9639
2.42	13.0078
2.425	13.0518
2.43	13.0957
2.435	13.1396
2.44	13.1836
2.445	13.2275
2.45	13.2715
2.455	13.3154
2.46	13.3594
2.465	13.4033
2.47	13.4473
2.475	13.4912
2.48	13.5352
2.485	13.623
2.49	13.623
2.495	13.7109
2.5	13.7549
2.505	13.7549
2.51	13.8428
2.515	13.8867
2.52	13.8867
2.525	13.9746
2.53	14.0186
2.535	14.0625
2.54	14.1064
2.545	14.1064
2.55	14.1943
2.555	14.1943
2.56	14.2383
2.565	14.3262
2.57	14.3701
2.575	14.4141
2.58	14.458
2.585	14.458
2.59	14.5459
2.595	14.5898
2.6	14.6338
2.605	14.6777
2.61	14.7217
2.615	14.7656
2.62	14.8096
2.625	14.8096
2.63	14.8096
2.635	14.8535
2.64	14.8975
2.645	14.9414
2.65	14.9854
2.655	14.9854
2.66	15.0732
2.665	15.0732
2.67	15.1172
2.675	15.1611
2.68	15.1611
2.685	15.2051
2.69	15.249
2.695	15.293
2.7	15.293
2.705	15.3369
2.71	15.3809
2.715	15.3809
2.72	15.4248
2.725	15.4687
2.73	15.5127
2.735	15.5127
2.74	15.5566
2.745	15.6006
2.75	15.6006
2.755	15.6445
2.76	15.6885
2.765	15.7324
2.77	15.7324
2.775	15.7764
2.78	15.8203
2.785	15.8643
2.79	15.8643
2.795	15.9082
2.8	15.9521
2.805	15.9961
2.81	15.9961
2.815	16.04
2.82	16.084
2.825	16.084
2.83	16.1279
2.835	16.1279
2.84	16.1719
2.845	16.2158
2.85	16.2158
2.855	16.2598
2.86	16.3037
2.865	16.3037
2.87	16.3037
2.875	16.3477
2.88	16.3916
2.885	16.3916
2.89	16.4355
2.895	16.4795
2.9	16.5234
2.905	16.5234
2.91	16.5674
2.915	16.6113
2.92	16.6113
2.925	16.6553
2.93	16.6553
2.935	16.6992
2.94	16.6992
2.945	16.7432
2.95	16.7432
2.955	16.7871
2.96	16.7871
2.965	16.8311
2.97	16.8311
2.975	16.875
2.98	16.9189
2.985	16.9189
2.99	16.9629
2.995	16.9629
3	16.9629
3.005	17.0068
3.01	17.0508
3.015	17.0508
3.02	17.0947
3.025	17.0947
3.03	17.1387
3.035	17.1387
3.04	17.1387
3.045	17.1826
3.05	17.2266
3.055	17.2266
3.06	17.2705
3.065	17.3145
3.07	17.3145
3.075	17.3145
3.08	17.3584
3.085	17.3584
3.09	17.4023
3.095	17.4463
3.1	17.4463
3.105	17.4902
3.11	17.4902
3.115	17.4902
3.12	17.4902
3.125	17.5342
3.13	17.5342
3.135	17.5781
3.14	17.5781
3.145	17.5781
3.15	17.6221
3.155	17.6221
3.16	17.6221
3.165	17.666
3.17	17.666
3.175	17.71
3.18	17.71
3.185	17.71
3.19	17.71
3.195	17.7539
3.2	17.7539
3.205	17.7979
3.21	17.7979
3.215	17.8418
3.22	17.8418
3.225	17.8857
3.23	17.8857
3.235	17.8857
3.24	17.9297
3.245	17.9297
3.25	17.9297
3.255	17.9736
3.26	17.9736
3.265	17.9736
3.27	17.9736
3.275	18.0176
3.28	18.0176
3.285	18.0176
3.29	18.0615
3.295	18.0615
3.3	18.1055
3.305	18.1055
3.31	18.1055
3.315	18.1055
3.32	18.1494
3.325	18.1494
3.33	18.1494
3.335	18.1494
3.34	18.1934
3.345	18.1934
3.35	18.1934
3.355	18.1934
3.36	18.2373
3.365	18.2373
3.37	18.2373
3.375	18.2373
3.38	18.2373
3.385	18.2813
3.39	18.2813
3.395	18.2813
3.4	18.2813
3.405	18.2813
3.41	18.3252
3.415	18.3252
3.42	18.3252
3.425	18.3252
3.43	18.3691
3.435	18.3691
3.44	18.3691
3.445	18.3691
3.45	18.3691
3.455	18.4131
3.46	18.4131
3.465	18.4131
3.47	18.4131
3.475	18.4131
3.48	18.457
3.485	18.457
3.49	18.457
3.495	18.457
3.5	18.501
3.505	18.501
3.51	18.501
3.515	18.501
3.52	18.501
3.525	18.501
3.53	18.5449
3.535	18.5449
3.54	18.5449
3.545	18.5449
3.55	18.5449
3.555	18.5889
3.56	18.5889
3.565	18.5889
3.57	18.5889
3.575	18.5889
3.58	18.6328
3.585	18.6328
3.59	18.6328
3.595	18.6328
3.6	18.6328
3.605	18.6328
3.61	18.6328
3.615	18.6328
3.62	18.6328
3.625	18.6328
3.63	18.6768
3.635	18.6768
3.64	18.6768
3.645	18.6768
3.65	18.6768
3.655	18.6768
3.66	18.6768
3.665	18.6768
3.67	18.7207
3.675	18.7207
3.68	18.7207
3.685	18.7207
3.69	18.7207
3.695	18.7207
3.7	18.7207
3.705	18.7207
3.71	18.7646
3.715	18.7646
3.72	18.7646
3.725	18.7646
3.73	18.7646
3.735	18.7646
3.74	18.7646
3.745	18.7646
3.75	18.7646
3.755	18.7646
3.76	18.7646
3.765	18.7646
3.77	18.8086
3.775	18.8086
3.78	18.8086
3.785	18.8086
3.79	18.8086
3.795	18.8086
3.8	18.8086
3.805	18.8086
3.81	18.8086
3.815	18.8086
3.82	18.8086
3.825	18.8086
3.83	18.8086
3.835	18.8086
3.84	18.8086
3.845	18.8086
3.85	18.8086
3.855	18.8086
3.86	18.8086
3.865	18.8525
3.87	18.8525
3.875	18.8086
3.88	18.8525
3.885	18.8525
3.89	18.8525
3.895	18.8525
3.9	18.8525
3.905	18.8525
3.91	18.8525
3.915	18.8525
3.92	18.8525
3.925	18.8525
3.93	18.8525
3.935	18.8525
3.94	18.8525
3.945	18.8525
3.95	18.8525
3.955	18.8525
3.96	18.8525
3.965	18.8525
3.97	18.8525
3.975	18.8525
3.98	18.8525
3.985	18.8525
3.99	18.8525
3.995	18.8525
4	18.8525
4.005	18.8525
4.01	18.8525
4.015	18.8525
4.02	18.8525
4.025	18.8525
4.03	18.8525
4.035	18.8525
4.04	18.8525
4.045	18.8525
4.05	18.8525
4.055	18.8525
4.06	18.8525
4.065	18.8525
4.07	18.8525
4.075	18.8525
4.08	18.8525
4.085	18.8525
4.09	18.8525
4.095	18.8525
4.1	18.8525
4.105	18.8525
4.11	18.8525
4.115	18.8525
4.12	18.8525
4.125	18.8525
4.13	18.8525
4.135	18.8525
4.14	18.8525
4.145	18.8525
4.15	18.8525
4.155	18.8525
4.16	18.8086
4.165	18.8525
4.17	18.8086
4.175	18.8086
4.18	18.8525
4.185	18.8086
4.19	18.8086
4.195	18.8086
4.2	18.8086
4.205	18.8086
4.21	18.8086
4.215	18.8086
4.22	18.8086
4.225	18.8086
4.23	18.8086
4.235	18.8086
4.24	18.8086
4.245	18.8086
4.25	18.8086
4.255	18.8086
4.26	18.8086
4.265	18.8086
4.27	18.8086
4.275	18.8086
4.28	18.8086
4.285	18.8086
4.29	18.7646
4.295	18.7646
4.3	18.7646
4.305	18.7646
4.31	18.7646
4.315	18.7646
4.32	18.7646
4.325	18.7646
4.33	18.7646
4.335	18.7646
4.34	18.7646
4.345	18.7646
4.35	18.7646
4.355	18.7646
4.36	18.7646
4.365	18.7646
4.37	18.7207
4.375	18.7207
4.38	18.7207
4.385	18.7207
4.39	18.7207
4.395	18.7207
4.4	18.7207
4.405	18.7207
4.41	18.7207
4.415	18.7207
4.42	18.7207
4.425	18.7207
4.43	18.7207
4.435	18.7207
4.44	18.7207
4.445	18.7207
4.45	18.7207
4.455	18.6768
4.46	18.6768
4.465	18.6768
4.47	18.6768
4.475	18.6768
4.48	18.6768
4.485	18.6768
4.49	18.6768
4.495	18.6768
4.5	18.6768
4.505	18.6768
4.51	18.6328
4.515	18.6328
4.52	18.6328
4.525	18.6328
4.53	18.6328
4.535	18.6328
4.54	18.6328
4.545	18.6328
4.55	18.6328
4.555	18.6328
4.56	18.6328
4.565	18.6328
4.57	18.6328
4.575	18.6328
4.58	18.6328
4.585	18.5889
4.59	18.5889
4.595	18.5889
4.6	18.5889
4.605	18.5889
4.61	18.5889
4.615	18.5889
4.62	18.5889
4.625	18.5889
4.63	18.5449
4.635	18.5449
4.64	18.5449
4.645	18.5449
4.65	18.5449
4.655	18.5449
4.66	18.5449
4.665	18.5449
4.67	18.5449
4.675	18.5449
4.68	18.5449
4.685	18.5449
4.69	18.5449
4.695	18.501
4.7	18.501
4.705	18.501
4.71	18.501
4.715	18.501
4.72	18.501
4.725	18.501
4.73	18.501
4.735	18.501
4.74	18.501
4.745	18.457
4.75	18.501
4.755	18.457
4.76	18.457
4.765	18.457
4.77	18.457
4.775	18.457
4.78	18.457
4.785	18.457
4.79	18.457
4.795	18.457
4.8	18.4131
4.805	18.4131
4.81	18.4131
4.815	18.4131
4.82	18.4131
4.825	18.4131
4.83	18.4131
4.835	18.4131
4.84	18.4131
4.845	18.4131
4.85	18.3691
4.855	18.3691
4.86	18.3691
4.865	18.3691
4.87	18.3691
4.875	18.3691
4.88	18.3691
4.885	18.3691
4.89	18.3691
4.895	18.3691
4.9	18.3691
4.905	18.3691
4.91	18.3252
4.915	18.3252
4.92	18.3252
4.925	18.3252
4.93	18.3252
4.935	18.3252
4.94	18.3252
4.945	18.3252
4.95	18.3252
4.955	18.3252
4.96	18.2813
4.965	18.3252
4.97	18.2813
4.975	18.2813
4.98	18.2813
4.985	18.2813
4.99	18.2813
4.995	18.2813
5	18.2813
5.005	18.2813
5.01	18.2813
5.015	18.2373
5.02	18.2373
5.025	18.2373
5.03	18.2373
5.035	18.2373
5.04	18.2373
5.045	18.2373
5.05	18.2373
5.055	18.2373
5.06	18.2373
5.065	18.2373
5.07	18.2373
5.075	18.2373
5.08	18.2373
5.085	18.2373
5.09	18.2373
5.095	18.2373
5.1	18.2373
5.105	18.2373
5.11	18.2373
5.115	18.2373
5.12	18.2373
5.125	18.2373
5.13	18.2373
5.135	18.2373
5.14	18.2373
5.145	18.2373
5.15	18.2373
5.155	18.2373
5.16	18.2373
5.165	18.2373
5.17	18.2373
5.175	18.2373
5.18	18.2373
5.185	18.2813
5.19	18.1934
5.195	18.2813
5.2	18.2373
5.205	18.2373
5.21	18.2373
5.215	18.2813
5.22	18.2813
5.225	18.1934
5.23	18.2813
5.235	18.2373
5.24	18.2373
5.245	18.2813
5.25	18.3252
5.255	18.1934
5.26	18.3252
5.265	18.2813
5.27	18.2373
5.275	18.2813
5.28	18.2813
5.285	18.2813
5.29	18.2813
5.295	18.2813
5.3	18.2813
5.305	18.2813
5.31	18.2813
5.315	18.2813
5.32	18.2813
5.325	18.2813
5.33	18.2813
5.335	18.2813
5.34	18.2813
5.345	18.2813
5.35	18.2813
5.355	18.2813
5.36	18.2813
5.365	18.2813
5.37	18.2813
5.375	18.2813
5.38	18.2813
5.385	18.2813
5.39	18.2813
5.395	18.2813
5.4	18.2813
5.405	18.2813
5.41	18.2813
5.415	18.2813
5.42	18.2813
5.425	18.2373
5.43	18.2373
5.435	18.2373
5.44	18.2373
5.445	18.2373
5.45	18.2373
5.455	18.2373
5.46	18.2373
5.465	18.1934
5.47	18.1934
5.475	18.1934
5.48	18.1934
5.485	18.1934
5.49	18.1934
5.495	18.1934
5.5	18.1934
5.505	18.1934
5.51	18.1494
5.515	18.1494
5.52	18.1494
5.525	18.1494
5.53	18.1055
5.535	18.1055
5.54	18.1055
5.545	18.1055
5.55	18.1055
5.555	18.1055
5.56	18.1055
5.565	18.1055
5.57	18.0615
5.575	18.0615
5.58	18.0615
5.585	18.0615
5.59	18.0615
5.595	18.0176
5.6	18.0176
5.605	18.0176
5.61	18.0176
5.615	18.0176
5.62	18.0176
5.625	18.0176
5.63	17.9736
5.635	17.9736
5.64	17.9736
5.645	17.9736
5.65	17.9297
5.655	17.9297
5.66	17.9297
5.665	17.9297
5.67	17.9297
5.675	17.9297
5.68	17.8857
5.685	17.8857
5.69	17.8857
5.695	17.8857
5.7	17.8857
5.705	17.8418
5.71	17.8418
5.715	17.8418
5.72	17.8418
5.725	17.7979
5.73	17.7979
5.735	17.7979
5.74	17.7979
5.745	17.7979
5.75	17.7979
5.755	17.7979
5.76	17.7539
5.765	17.7539
5.77	17.7539
5.775	17.7539
5.78	17.7539
5.785	17.7539
5.79	17.71
5.795	17.71
5.8	17.71
5.805	17.71
5.81	17.71
5.815	17.71
5.82	17.71
5.825	17.71
5.83	17.71
5.835	17.71
5.84	17.666
5.845	17.666
5.85	17.666
5.855	17.666
5.86	17.666
5.865	17.666
5.87	17.666
5.875	17.666
5.88	17.666
5.885	17.666
5.89	17.666
5.895	17.666
5.9	17.666
5.905	17.666
5.91	17.666
5.915	17.666
5.92	17.666
5.925	17.666
5.93	17.666
5.935	17.666
5.94	17.666
5.945	17.666
5.95	17.666
5.955	17.666
5.96	17.666
5.965	17.666
5.97	17.666
5.975	17.666
5.98	17.666
5.985	17.666
5.99	17.666
5.995	17.71
6	17.71
6.005	17.71
6.01	17.71
6.015	17.71
6.02	17.71
6.025	17.71
6.03	17.71
6.035	17.71
6.04	17.71
6.045	17.71
6.05	17.71
6.055	17.7539
6.06	17.7539
6.065	17.7539
6.07	17.7539
6.075	17.7539
6.08	17.7539
6.085	17.7539
6.09	17.7539
6.095	17.7539
6.1	17.7539
6.105	17.7979
6.11	17.7979
6.115	17.7979
6.12	17.7979
6.125	17.7979
6.13	17.7979
6.135	17.7979
6.14	17.7979
6.145	17.7979
6.15	17.8418
6.155	17.8418
6.16	17.8418
6.165	17.8418
6.17	17.8418
6.175	17.8418
6.18	17.8418
6.185	17.8857
6.19	17.8857
6.195	17.8857
6.2	17.8857
6.205	17.8857
6.21	17.8857
6.215	17.8857
6.22	17.8857
6.225	17.9297
6.23	17.9297
6.235	17.9297
6.24	17.9297
6.245	17.9297
6.25	17.9297
6.255	17.9297
6.26	17.9297
6.265	17.9297
6.27	17.9297
6.275	17.9736
6.28	17.9736
6.285	17.9736
6.29	17.9736
6.295	17.9736
6.3	17.9736
6.305	17.9736
6.31	17.9736
6.315	18.0176
6.32	18.0176
6.325	18.0176
6.33	18.0176
6.335	18.0176
6.34	18.0176
6.345	18.0176
6.35	18.0176
6.355	18.0176
6.36	18.0176
6.365	18.0176
6.37	18.0176
6.375	18.0176
6.38	18.0176
6.385	18.0615
6.39	18.0615
6.395	18.0615
6.4	18.0615
6.405	18.0615
6.41	18.0615
6.415	18.0615
6.42	18.0615
6.425	18.0615
6.43	18.0615
6.435	18.0615
6.44	18.0615
6.445	18.0615
6.45	18.0615
6.455	18.0615
6.46	18.1055
6.465	18.1055
6.47	18.1055
6.475	18.1055
6.48	18.1055
6.485	18.1055
6.49	18.1055
6.495	18.1055
6.5	18.1055
6.505	18.1055
6.51	18.1055
6.515	18.1055
6.52	18.1055
6.525	18.1055
6.53	18.1055
6.535	18.1055
6.54	18.1055
6.545	18.1055
6.55	18.1055
6.555	18.1055
6.56	18.1055
6.565	18.1055
6.57	18.1055
6.575	18.1055
6.58	18.1055
6.585	18.1055
6.59	18.1055
6.595	18.1055
6.6	18.1055
6.605	18.1055
6.61	18.1055
6.615	18.1055
6.62	18.1055
6.625	18.1055
6.63	18.1055
6.635	18.1055
6.64	18.1055
6.645	18.1055
6.65	18.1055
6.655	18.1055
6.66	18.1055
6.665	18.1494
6.67	18.1494
6.675	18.1494
6.68	18.1494
6.685	18.1494
6.69	18.1494
6.695	18.1494
6.7	18.1494
6.705	18.1494
6.71	18.1494
6.715	18.1494
6.72	18.1494
6.725	18.1055
6.73	18.1055
6.735	18.1494
6.74	18.1494
6.745	18.1494
6.75	18.1494
6.755	18.1055
6.76	18.1055
6.765	18.1055
6.77	18.1055
6.775	18.1055
6.78	18.1055
6.785	18.1055
6.79	18.1055
6.795	18.1055
6.8	18.1055
6.805	18.1055
6.81	18.1055
6.815	18.1055
6.82	18.1055
6.825	18.1055
6.83	18.1055
6.835	18.1055
6.84	18.1055
6.845	18.1055
6.85	18.1055
6.855	18.1055
6.86	18.1055
6.865	18.1055
6.87	18.1055
6.875	18.1055
6.88	18.1055
6.885	18.1055
6.89	18.1055
6.895	18.1055
6.9	18.1055
6.905	18.1055
6.91	18.1055
6.915	18.1055
6.92	18.1055
6.925	18.1055
6.93	18.1055
6.935	18.1055
6.94	18.0615
6.945	18.0615
6.95	18.1055
6.955	18.0615
6.96	18.0615
6.965	18.0615
6.97	18.0615
6.975	18.0615
6.98	18.0615
6.985	18.0615
6.99	18.0615
6.995	18.0615
7	18.0615
7.005	18.0615
7.01	18.0615
7.015	18.0615
7.02	18.0615
7.025	18.0615
7.03	18.0615
7.035	18.0615
7.04	18.0176
7.045	18.0176
7.05	18.0176
7.055	18.0176
7.06	18.0176
7.065	18.0176
7.07	18.0176
7.075	18.0176
7.08	18.0176
7.085	18.0176
7.09	18.0176
7.095	18.0176
7.1	18.0176
7.105	18.0176
7.11	18.0176
7.115	17.9736
7.12	17.9736
7.125	17.9736
7.13	17.9736
7.135	17.9736
7.14	17.9736
7.145	17.9736
7.15	17.9736
7.155	17.9736
7.16	17.9736
7.165	17.9736
7.17	17.9736
7.175	17.9736
7.18	17.9297
7.185	17.9297
7.19	17.9297
7.195	17.9297
7.2	17.9297
7.205	17.9297
7.21	17.9297
7.215	17.9297
7.22	17.9297
7.225	17.9297
7.23	17.9297
7.235	17.8857
7.24	17.8857
7.245	17.8857
7.25	17.8857
7.255	17.8857
7.26	17.8857
7.265	17.8857
7.27	17.8857
7.275	17.8857
7.28	17.8857
7.285	17.8418
7.29	17.8418
7.295	17.8418
7.3	17.8418
7.305	17.8418
7.31	17.8418
7.315	17.8418
7.32	17.8418
7.325	17.8418
7.33	17.8418
7.335	17.8418
7.34	17.7979
7.345	17.7979
7.35	17.7979
7.355	17.7979
7.36	17.7979
7.365	17.7979
7.37	17.7979
7.375	17.7979
7.38	17.7979
7.385	17.7979
7.39	17.7979
7.395	17.7539
7.4	17.7539
7.405	17.7539
7.41	17.7539
7.415	17.7539
7.42	17.7539
7.425	17.7539
7.43	17.7539
7.435	17.7539
7.44	17.7539
7.445	17.71
7.45	17.71
7.455	17.71
7.46	17.71
7.465	17.71
7.47	17.71
7.475	17.71
7.48	17.71
7.485	17.71
7.49	17.71
7.495	17.71
7.5	17.666
7.505	17.666
7.51	17.666
7.515	17.666
7.52	17.666
7.525	17.666
7.53	17.666
7.535	17.666
7.54	17.666
7.545	17.666
7.55	17.6221
7.555	17.6221
7.56	17.6221
7.565	17.6221
7.57	17.6221
7.575	17.6221
7.58	17.6221
7.585	17.6221
7.59	17.6221
7.595	17.5781
7.6	17.5781
7.605	17.5781
7.61	17.5781
7.615	17.5781
7.62	17.5781
7.625	17.5781
7.63	17.5781
7.635	17.5781
7.64	17.5781
7.645	17.5342
7.65	17.5342
7.655	17.5342
7.66	17.5342
7.665	17.5342
7.67	17.5342
7.675	17.4902
7.68	17.4902
7.685	17.4902
7.69	17.4902
7.695	17.4902
7.7	17.4902
7.705	17.4902
7.71	17.4902
7.715	17.4902
7.72	17.4463
7.725	17.4463
7.73	17.4463
7.735	17.4463
7.74	17.4463
7.745	17.4463
7.75	17.4463
7.755	17.4463
7.76	17.4463
7.765	17.4463
7.77	17.4023
7.775	17.4023
7.78	17.4023
7.785	17.4023
